

Spouge Algorithm


spouge<float>
err = 6.349363e-02
err = 7.145545e-03
err = 9.285597e-04
err = 1.279854e-04
err = 1.821905e-05
err = 2.647008e-06
err = 3.900335e-07
a = 8.000000e+00
c_0 = 2.901419e+03
c_1 = -5.929168e+03
c_2 = 4.148274e+03
c_3 = -1.164760e+03
c_4 = 1.174135e+02
c_5 = -2.786588e+00
c_6 = 3.775392e-03
c_7 = -0.000000e+00

              z         spouge         lgamma          delta
   3.630000000000000000e+00   1.347136684150146386e+00   1.347136684150147083e+00  -6.975756777771735528e-16                        nan                        nan
   3.640000000000000000e+00   1.358604648497282203e+00   1.358604648497282639e+00  -4.356324329046756816e-16                        nan                        nan
   3.650000000000000000e+00   1.370104199738068211e+00   1.370104199738068731e+00  -5.199833619240479265e-16                        nan                        nan
   3.660000000000000000e+00   1.381635239189099463e+00   1.381635239189099686e+00  -2.226951262285226107e-16                        nan                        nan
   3.670000000000000000e+00   1.393197668777112369e+00   1.393197668777112458e+00  -8.857931749206571226e-17                        nan                        nan
   3.680000000000000000e+00   1.404791391033384663e+00   1.404791391033384864e+00  -2.001437210408241185e-16                        nan                        nan
   3.690000000000000000e+00   1.416416309088201412e+00   1.416416309088201727e+00  -3.149607311070390381e-16                        nan                        nan
   3.700000000000000000e+00   1.428072326665387293e+00   1.428072326665387922e+00  -6.281867387381012691e-16                        nan                        nan
   3.710000000000000000e+00   1.439759348076907097e+00   1.439759348076907313e+00  -2.167320142798523364e-16                        nan                        nan
   3.720000000000000000e+00   1.451477278217526192e+00   1.451477278217526602e+00  -4.095031605477750247e-16                        nan                        nan
   3.730000000000000000e+00   1.463226022559542797e+00   1.463226022559543116e+00  -3.188638589279868540e-16                        nan                        nan
   3.740000000000000000e+00   1.475005487147575171e+00   1.475005487147575598e+00  -4.267419750902945452e-16                        nan                        nan
   3.750000000000000000e+00   1.486815578593416506e+00   1.486815578593417056e+00  -5.497989216673992985e-16                        nan                        nan
   3.760000000000000000e+00   1.498656204070947982e+00   1.498656204070948754e+00  -7.715182659406849552e-16                        nan                        nan
   3.770000000000000000e+00   1.510527271311113629e+00   1.510527271311114459e+00  -8.300651832549021947e-16                        nan                        nan
   3.780000000000000000e+00   1.522428688596953746e+00   1.522428688596954043e+00  -2.975050761300224167e-16                        nan                        nan
   3.790000000000000000e+00   1.534360364758695087e+00   1.534360364758695579e+00  -4.922277863084190130e-16                        nan                        nan
   3.800000000000000000e+00   1.546322209168904708e+00   1.546322209168905081e+00  -3.735076484212562775e-16                        nan                        nan
   3.810000000000000000e+00   1.558314131737692574e+00   1.558314131737693043e+00  -4.690258598172292182e-16                        nan                        nan
   3.820000000000000000e+00   1.570336042907975736e+00   1.570336042907976952e+00  -1.216257997094238874e-15                        nan                        nan
   3.830000000000000000e+00   1.582387853650798775e+00   1.582387853650798976e+00  -2.012279232133096230e-16                        nan                        nan
   3.840000000000000000e+00   1.594469475460697897e+00   1.594469475460698012e+00  -1.151422707179605709e-16                        nan                        nan
   3.850000000000000000e+00   1.606580820351135565e+00   1.606580820351135333e+00   2.315855840429037471e-16                        nan                        nan
   3.860000000000000000e+00   1.618721800849972246e+00   1.618721800849973047e+00  -8.005748841632964741e-16                        nan                        nan
   3.870000000000000000e+00   1.630892329995003583e+00   1.630892329995004621e+00  -1.037798319503124844e-15                        nan                        nan
   3.880000000000000000e+00   1.643092321329535558e+00   1.643092321329536732e+00  -1.173323591063812898e-15                        nan                        nan
   3.890000000000000000e+00   1.655321688898020786e+00   1.655321688898021698e+00  -9.119224472775577794e-16                        nan                        nan
   3.900000000000000000e+00   1.667580347241739572e+00   1.667580347241739789e+00  -2.168404344971008868e-16                        nan                        nan
   3.910000000000000000e+00   1.679868211394529496e+00   1.679868211394530703e+00  -1.206608597759117885e-15                        nan                        nan
   3.920000000000000000e+00   1.692185196878572403e+00   1.692185196878573509e+00  -1.105669375500717422e-15                        nan                        nan
   3.930000000000000000e+00   1.704531219700214414e+00   1.704531219700214389e+00   2.515349040166370287e-17                        nan                        nan
   3.940000000000000000e+00   1.716906196345841506e+00   1.716906196345841493e+00   1.203464411458909922e-17                        nan                        nan
   3.950000000000000000e+00   1.729310043777806009e+00   1.729310043777806255e+00  -2.458970527197124056e-16                        nan                        nan
   3.960000000000000000e+00   1.741742679430388976e+00   1.741742679430390517e+00  -1.540434446667404700e-15                        nan                        nan
   3.970000000000000000e+00   1.754204021205818939e+00   1.754204021205818836e+00   1.027823659516258203e-16                        nan                        nan
   3.980000000000000000e+00   1.766693987470313892e+00   1.766693987470315323e+00  -1.430496346377374550e-15                        nan                        nan
   3.990000000000000000e+00   1.779212497050203949e+00   1.779212497050204421e+00  -4.720616259001886306e-16                        nan                        nan
   4.000000000000000000e+00   1.791759469228053549e+00   1.791759469228055001e+00  -1.452071969609836088e-15                        nan                        nan
   4.010000000000000000e+00   1.804334823738865739e+00   1.804334823738867181e+00  -1.441988889405720897e-15                        nan                        nan
   4.020000000000000000e+00   1.816938480766299492e+00   1.816938480766301289e+00  -1.796522999808480847e-15                        nan                        nan
   4.030000000000000000e+00   1.829570360938947345e+00   1.829570360938948381e+00  -1.036172016244396588e-15                        nan                        nan
   4.040000000000000000e+00   1.842230385326641157e+00   1.842230385326641756e+00  -5.994553811672354016e-16                        nan                        nan
   4.050000000000000000e+00   1.854918475436807757e+00   1.854918475436808900e+00  -1.143182770668715875e-15                        nan                        nan
   4.060000000000000000e+00   1.867634553210862631e+00   1.867634553210863323e+00  -6.922630871319945811e-16                        nan                        nan
   4.070000000000000000e+00   1.880378541020635244e+00   1.880378541020635726e+00  -4.816026050180610696e-16                        nan                        nan
   4.080000000000000000e+00   1.893150361664843016e+00   1.893150361664843996e+00  -9.796850830579018066e-16                        nan                        nan
   4.090000000000000000e+00   1.905949938365601268e+00   1.905949938365601474e+00  -2.066489340757371451e-16                        nan                        nan
   4.100000000000000000e+00   1.918777194764961421e+00   1.918777194764963010e+00  -1.589440384863749500e-15                        nan                        nan
   4.110000000000000000e+00   1.931632054921507623e+00   1.931632054921508268e+00  -6.451002926288751382e-16                        nan                        nan
   4.120000000000000000e+00   1.944514443306961701e+00   1.944514443306961814e+00  -1.123233450694982594e-16                        nan                        nan
   4.130000000000000000e+00   1.957424284802849334e+00   1.957424284802849472e+00  -1.373684152539134118e-16                        nan                        nan
   4.140000000000000000e+00   1.970361504697188890e+00   1.970361504697190475e+00  -1.585537257042801684e-15                        nan                        nan
   4.150000000000000000e+00   1.983326028681224420e+00   1.983326028681224940e+00  -5.195496810550537248e-16                        nan                        nan
   4.160000000000000000e+00   1.996317782846174421e+00   1.996317782846176181e+00  -1.759334865292228045e-15                        nan                        nan
   4.170000000000000000e+00   2.009336693680046236e+00   2.009336693680047428e+00  -1.191321347127072272e-15                        nan                        nan
   4.180000000000000000e+00   2.022382688064451199e+00   2.022382688064452471e+00  -1.271769148325496701e-15                        nan                        nan
   4.190000000000000000e+00   2.035455693271478409e+00   2.035455693271479803e+00  -1.394283993816358702e-15                        nan                        nan
   4.200000000000000000e+00   2.048555636960589241e+00   2.048555636960589809e+00  -5.676882575134101216e-16                        nan                        nan
   4.210000000000000000e+00   2.061682447175543368e+00   2.061682447175544578e+00  -1.209969624493822948e-15                        nan                        nan
   4.220000000000000000e+00   2.074836052341370011e+00   2.074836052341369909e+00   1.019150042136374168e-16                        nan                        nan
   4.230000000000000000e+00   2.088016381261348722e+00   2.088016381261349094e+00  -3.723150260315222226e-16                        nan                        nan
   4.240000000000000000e+00   2.101223363114046297e+00   2.101223363114048061e+00  -1.763780094199418613e-15                        nan                        nan
   4.250000000000000000e+00   2.114456927450370559e+00   2.114456927450371476e+00  -9.170181974882396503e-16                        nan                        nan
   4.260000000000000000e+00   2.127717004190647668e+00   2.127717004190649400e+00  -1.731904550328344783e-15                        nan                        nan
   4.270000000000000000e+00   2.141003523621752173e+00   2.141003523621754119e+00  -1.945926059176983358e-15                        nan                        nan
   4.280000000000000000e+00   2.154316416394244999e+00   2.154316416394246733e+00  -1.733422433369824489e-15                        nan                        nan
   4.290000000000000000e+00   2.167655613519551196e+00   2.167655613519553159e+00  -1.963273293936751429e-15                        nan                        nan
   4.300000000000000000e+00   2.181021046367169165e+00   2.181021046367169139e+00   2.558717127065790464e-17                        nan                        nan
   4.310000000000000000e+00   2.194412646661893397e+00   2.194412646661893905e+00  -5.071897762887189742e-16                        nan                        nan
   4.320000000000000000e+00   2.207830346481091201e+00   2.207830346481092120e+00  -9.196202827022048609e-16                        nan                        nan
   4.330000000000000000e+00   2.221274078251983105e+00   2.221274078251983759e+00  -6.533402291397649719e-16                        nan                        nan
   4.340000000000000000e+00   2.234743774748959392e+00   2.234743774748961541e+00  -2.149322386735263990e-15                        nan                        nan
   4.350000000000000000e+00   2.248239369090935648e+00   2.248239369090935609e+00   3.903127820947815962e-17                        nan                        nan
   4.360000000000000000e+00   2.261760794738702889e+00   2.261760794738705069e+00  -2.180113728433852316e-15                        nan                        nan
   4.370000000000000000e+00   2.275307985492354093e+00   2.275307985492356087e+00  -1.994281476069836856e-15                        nan                        nan
   4.380000000000000000e+00   2.288880875488685948e+00   2.288880875488686195e+00  -2.469812548921979101e-16                        nan                        nan
   4.390000000000000000e+00   2.302479399198655130e+00   2.302479399198654467e+00   6.633148891266316127e-16                        nan                        nan
   4.400000000000000000e+00   2.316103491424858102e+00   2.316103491424857273e+00   8.287641406479195894e-16                        nan                        nan
   4.410000000000000000e+00   2.329753087299028249e+00   2.329753087299029263e+00  -1.014813233446432150e-15                        nan                        nan
   4.420000000000000000e+00   2.343428122279566313e+00   2.343428122279569285e+00  -2.972014995217264755e-15                        nan                        nan
   4.430000000000000000e+00   2.357128532149089335e+00   2.357128532149090917e+00  -1.582067810090848070e-15                        nan                        nan
   4.440000000000000000e+00   2.370854253011995040e+00   2.370854253011997324e+00  -2.283329775254472338e-15                        nan                        nan
   4.450000000000000000e+00   2.384605221292079958e+00   2.384605221292080120e+00  -1.624134854383285642e-16                        nan                        nan
   4.460000000000000000e+00   2.398381373730141264e+00   2.398381373730141966e+00  -7.021293269016126715e-16                        nan                        nan
   4.470000000000000000e+00   2.412182647381641872e+00   2.412182647381642576e+00  -7.042977312465836803e-16                        nan                        nan
   4.480000000000000000e+00   2.426008979614365528e+00   2.426008979614367891e+00  -2.363127055149405464e-15                        nan                        nan
   4.490000000000000000e+00   2.439860308106120248e+00   2.439860308106122095e+00  -1.846613140177311152e-15                        nan                        nan
   4.500000000000000000e+00   2.453736570842442028e+00   2.453736570842442221e+00  -1.925543058334255875e-16                        nan                        nan
   4.510000000000000000e+00   2.467637706114334110e+00   2.467637706114335064e+00  -9.543147522217410028e-16                        nan                        nan
   4.520000000000000000e+00   2.481563652516035036e+00   2.481563652516036138e+00  -1.101983088114266707e-15                        nan                        nan
   4.530000000000000000e+00   2.495514348942790187e+00   2.495514348942790386e+00  -1.997100401718299167e-16                        nan                        nan
   4.540000000000000000e+00   2.509489734588653549e+00   2.509489734588654423e+00  -8.743006318923107756e-16                        nan                        nan
   4.550000000000000000e+00   2.523489748944320453e+00   2.523489748944320009e+00   4.440892098500626162e-16                        nan                        nan
   4.560000000000000000e+00   2.537514331794956059e+00   2.537514331794958525e+00  -2.466343101970025486e-15                        nan                        nan
   4.570000000000000000e+00   2.551563423218085229e+00   2.551563423218086194e+00  -9.651567739465960472e-16                        nan                        nan
   4.580000000000000000e+00   2.565636963581449036e+00   2.565636963581449793e+00  -7.574236376983733976e-16                        nan                        nan
   4.590000000000000000e+00   2.579734893540930281e+00   2.579734893540932616e+00  -2.334720958230285248e-15                        nan                        nan
   4.600000000000000000e+00   2.593857154038479393e+00   2.593857154038480449e+00  -1.056012916000881319e-15                        nan                        nan
   4.610000000000000000e+00   2.608003686300046919e+00   2.608003686300047319e+00  -4.000706016471511361e-16                        nan                        nan
   4.620000000000000000e+00   2.622174431833557678e+00   2.622174431833560778e+00  -3.100167692005051379e-15                        nan                        nan
   4.630000000000000000e+00   2.636369332426905819e+00   2.636369332426906495e+00  -6.763253151964576659e-16                        nan                        nan
   4.640000000000000000e+00   2.650588330145930659e+00   2.650588330145931931e+00  -1.271335467456502499e-15                        nan                        nan
   4.650000000000000000e+00   2.664831367332466649e+00   2.664831367332468867e+00  -2.217627123601850769e-15                        nan                        nan
   4.660000000000000000e+00   2.679098386602375323e+00   2.679098386602374567e+00   7.561225950913907923e-16                        nan                        nan
   4.670000000000000000e+00   2.693389330843590689e+00   2.693389330843591362e+00  -6.732895491134982535e-16                        nan                        nan
   4.680000000000000000e+00   2.707704143214221471e+00   2.707704143214224424e+00  -2.952933036981519876e-15                        nan                        nan
   4.690000000000000000e+00   2.722042767140636315e+00   2.722042767140637545e+00  -1.230135784902053331e-15                        nan                        nan
   4.700000000000000000e+00   2.736405146315565397e+00   2.736405146315566682e+00  -1.284996414829819855e-15                        nan                        nan
   4.710000000000000000e+00   2.750791224696249272e+00   2.750791224696251085e+00  -1.812786032395763414e-15                        nan                        nan
   4.720000000000000000e+00   2.765200946502581051e+00   2.765200946502581790e+00  -7.385585198971256204e-16                        nan                        nan
   4.730000000000000000e+00   2.779634256215265489e+00   2.779634256215267289e+00  -1.799992446760434461e-15                        nan                        nan
   4.740000000000000000e+00   2.794091098574013237e+00   2.794091098574016163e+00  -2.926695344407370669e-15                        nan                        nan
   4.750000000000000000e+00   2.808571418575734890e+00   2.808571418575736503e+00  -1.612425470920442194e-15                        nan                        nan
   4.760000000000000000e+00   2.823075161472749129e+00   2.823075161472751901e+00  -2.771220752872949333e-15                        nan                        nan
   4.770000000000000000e+00   2.837602272771032396e+00   2.837602272771033855e+00  -1.458685602861997666e-15                        nan                        nan
   4.780000000000000000e+00   2.852152698228448708e+00   2.852152698228450363e+00  -1.655359876950868170e-15                        nan                        nan
   4.790000000000000000e+00   2.866726383853028977e+00   2.866726383853030559e+00  -1.582067810090848070e-15                        nan                        nan
   4.800000000000000000e+00   2.881323275901243864e+00   2.881323275901245166e+00  -1.302126809155090825e-15                        nan                        nan
   4.810000000000000000e+00   2.895943320876302423e+00   2.895943320876302639e+00  -2.164067536281066850e-16                        nan                        nan
   4.820000000000000000e+00   2.910586465526458751e+00   2.910586465526460766e+00  -2.015098157781558541e-15                        nan                        nan
   4.830000000000000000e+00   2.925252656843352559e+00   2.925252656843353598e+00  -1.038665681241113248e-15                        nan                        nan
   4.840000000000000000e+00   2.939941842060331456e+00   2.939941842060333501e+00  -2.044805297307661363e-15                        nan                        nan
   4.850000000000000000e+00   2.954653968650823744e+00   2.954653968650828189e+00  -4.444795226321573978e-15                        nan                        nan
   4.860000000000000000e+00   2.969388984326710933e+00   2.969388984326712539e+00  -1.606353938754523369e-15                        nan                        nan
   4.870000000000000000e+00   2.984146837036692498e+00   2.984146837036695059e+00  -2.561102371845258574e-15                        nan                        nan
   4.880000000000000000e+00   2.998927474964718920e+00   2.998927474964718805e+00   1.153591111524576718e-16                        nan                        nan
   4.890000000000000000e+00   3.013730846528375574e+00   3.013730846528376623e+00  -1.048640341227979889e-15                        nan                        nan
   4.900000000000000000e+00   3.028556900377337787e+00   3.028556900377340533e+00  -2.745416741167794328e-15                        nan                        nan
   4.910000000000000000e+00   3.043405585391803489e+00   3.043405585391805106e+00  -1.616762279610384212e-15                        nan                        nan
   4.920000000000000000e+00   3.058276850680944780e+00   3.058276850680944680e+00   9.996344030316350882e-17                        nan                        nan
   4.930000000000000000e+00   3.073170645581381862e+00   3.073170645581384257e+00  -2.394568918151485093e-15                        nan                        nan
   4.940000000000000000e+00   3.088086919655679597e+00   3.088086919655683942e+00  -4.345048626452907570e-15                        nan                        nan
   4.950000000000000000e+00   3.103025622690834524e+00   3.103025622690836755e+00  -2.231288070975168125e-15                        nan                        nan
   4.960000000000000000e+00   3.117986704696779764e+00   3.117986704696779695e+00   6.873841773558098112e-17                        nan                        nan
   4.970000000000000000e+00   3.132970115904917667e+00   3.132970115904917881e+00  -2.140215088486385753e-16                        nan                        nan
   4.980000000000000000e+00   3.147975806766659997e+00   3.147975806766661660e+00  -1.662515611289272499e-15                        nan                        nan
   4.990000000000000000e+00   3.163003727951973267e+00   3.163003727951976509e+00  -3.242415017035149560e-15                        nan                        nan
   5.000000000000000000e+00   3.178053830347943582e+00   3.178053830347945620e+00  -2.038083243838251235e-15                        nan                        nan

spouge<__float128>
err =  6.349363593424096978424248643034355e-02
err =  7.145544550467035469362631873884833e-03
err =  9.285597048453122751246225692421584e-04
err =  1.279854491013878158916390087305280e-04
err =  1.821904975455868997014771285049198e-05
err =  2.647007857484351008371505256315894e-06
err =  3.900335512808463440091025808724122e-07
err =  5.806656364933547041493185095804785e-08
err =  8.713045779445306026464590823839558e-09
err =  1.315562187329425107098903147570670e-09
err =  1.996343045956987562615556164094836e-10
err =  3.042012697597885028298687455492178e-11
err =  4.651575784925925762316727340053557e-12
err =  7.133914351441955189315010591381593e-13
err =  1.096898420017035028539911429453221e-13
err =  1.690332651956344967101102668025773e-14
err =  2.609923891903045124477317924356066e-15
err =  4.036790236926640635160348484291133e-16
err =  6.253393624657998696536513167654984e-17
err =  9.700579982423064541205426280742689e-18
err =  1.506687492038847915178709860176313e-18
err =  2.342834558344654295891014909190586e-19
err =  3.646776735561988113684620037524251e-20
err =  5.681821742774053015119541185833869e-21
err =  8.860196476041759984577494158010434e-22
err =  1.382760020988668526090041680452936e-22
err =  2.159592139592691796125740957393617e-23
err =  3.375162880683221961979728728889027e-24
err =  5.278309894733594903122639882108215e-25
err =  8.259492967171016409097063176858334e-26
err =  1.293163088511100223134503703645707e-26
err =  2.025719408928376966772371259597346e-27
err =  3.174807810501389584387030472340980e-28
err =  4.978002187589672810199997643116082e-29
err =  7.808734395940834093226719106178606e-30
err =  1.225416022629803157119951373731835e-30
err =  1.923774104684450929951954448184739e-31
err =  3.021226392500676234565550278041872e-32
err =  4.746384273338664527850627764498935e-33
err =  7.459081215444393211942374041783513e-34
a =  4.100000000000000000000000000000000e+01
c_0 =  1.488707141702962349642653219904701e+18
c_1 = -2.109024888057172629401888926607933e+19
c_2 =  1.417814156004491800291266261243181e+20
c_3 = -6.017978256631943800541949222618531e+20
c_4 =  1.810303371559858936645834474459794e+21
c_5 = -4.106765117367170106628989406117407e+21
c_6 =  7.299495565278381248758472830920901e+21
c_7 = -1.042658085606638732437326916809544e+22
c_8 =  1.218085331069918351049721248713456e+22
c_9 = -1.178425136120009375043789561151657e+22
c_10 =  9.524552911654596104822221145923981e+21
c_11 = -6.470848515795635226546940452396693e+21
c_12 =  3.710085524031367371144056238201665e+21
c_13 = -1.799208570324458717498947049552296e+21
c_14 =  7.385190850868692826830617550673786e+20
c_15 = -2.564085902302497902610094974644620e+20
c_16 =  7.515077439232198453710859556732366e+19
c_17 = -1.853282816124970754507275065198273e+19
c_18 =  3.827869971220176147395256318872661e+18
c_19 = -6.582119247090799001499961431273749e+17
c_20 =  9.351471019350666459087977506154173e+16
c_21 = -1.087561099332606693611359806619008e+16
c_22 =  1.023682895113200510083891964414548e+15
c_23 = -7.692392155137210713863610487671446e+13
c_24 =  4.538847752507923706006970038411543e+12
c_25 = -2.061098065296257001203592871224284e+11
c_26 =  7.029050529288024691234709461995537e+09
c_27 = -1.746978910485928115412705762596253e+08
c_28 =  3.048305382188066788914727298031581e+06
c_29 = -3.562744619669248206793629956902640e+04
c_30 =  2.625939669969919276517969162685481e+02
c_31 = -1.127892258247142779807411800956670e+00
c_32 =  2.538684230850237447901013114737673e-03
c_33 = -2.583211865372192597501314906164821e-06
c_34 =  9.590040155479072110068965236664741e-10
c_35 = -9.347057516377501180809930331336725e-14
c_36 =  1.386220962446620618073769872331415e-18
c_37 = -1.138134595144440607620794028391791e-24
c_38 =  5.491908932091769529804906638081618e-33
c_39 = -1.332629445370080503706686280760692e-46
c_40 =  0.000000000000000000000000000000000e+00

                                         z                                    spouge                                    lgamma                                     delta
   0.000000000000000000000000000000000e+00   0.000000000000000000000000000000000e+00                                       inf                                      -inf
   1.000000000000000000000000000000000e-02   4.599479878042021722513945411008755e+00   4.599479878042021722513945411008748e+00   6.933347799794049071001520593305738e-33
   2.000000000000000000000000000000000e-02   3.900804516098375972107350205755632e+00   3.900804516098375972107350205755631e+00   1.155557966632341511833586765550956e-33
   3.000000000000000000000000000000000e-02   3.489971043442411916709298088544888e+00   3.489971043442411916709298088544890e+00  -1.540743955509788682444782354067942e-33
   4.000000000000000000000000000000000e-02   3.197078173767305856981095356961468e+00   3.197078173767305856981095356961455e+00   1.309632362183320380078065000957751e-32
   5.000000000000000000000000000000000e-02   2.968879201051730825355192445101255e+00   2.968879201051730825355192445101257e+00  -2.696301922142130194278369119618898e-33
   6.000000000000000000000000000000000e-02   2.781655463081144798024873219398361e+00   2.781655463081144798024873219398356e+00   4.237045877651918876723151473686840e-33
   7.000000000000000000000000000000001e-02   2.622753760603215492585091433570297e+00   2.622753760603215492585091433570285e+00   1.155557966632341511833586765550956e-32
   8.000000000000000000000000000000000e-02   2.484620474138261404977886129257464e+00   2.484620474138261404977886129257448e+00   1.579262554397533399505901912919640e-32
   9.000000000000000000000000000000000e-02   2.362382693890047397574653973460553e+00   2.362382693890047397574653973460559e+00  -5.777789833161707559167933827754782e-33
   1.000000000000000000000000000000000e-01   2.252712651734205959869701646368511e+00   2.252712651734205959869701646368495e+00   1.617781153285278116567021471771339e-32
   1.100000000000000000000000000000000e-01   2.153236279107868430382284258235457e+00   2.153236279107868430382284258235433e+00   2.426671729927917174850532207657008e-32
   1.200000000000000000000000000000000e-01   2.062200203694737624224515880061423e+00   2.062200203694737624224515880061451e+00  -2.811857718805364345461727796173994e-32
   1.300000000000000000000000000000000e-01   1.978272496331759309624239462570133e+00   1.978272496331759309624239462570052e+00   8.108165065870262941365667138282544e-32
   1.400000000000000000000000000000000e-01   1.900417469709697022533259742561972e+00   1.900417469709697022533259742561994e+00  -2.234078735489193589544934413398516e-32
   1.500000000000000000000000000000000e-01   1.827813776214834419797561025063505e+00   1.827813776214834419797561025063512e+00  -7.318533788671496241612716181822724e-33
   1.600000000000000000000000000000000e-01   1.759798992181318653672556657535501e+00   1.759798992181318653672556657535455e+00   4.602972567085493688803787282777976e-32
   1.700000000000000000000000000000000e-01   1.695831031360700535389007862977067e+00   1.695831031360700535389007862977086e+00  -1.810374147724001701872619266029832e-32
   1.800000000000000000000000000000000e-01   1.635460604085722646275783977856869e+00   1.635460604085722646275783977856842e+00   2.657783323254385477217249560767200e-32
   1.900000000000000000000000000000000e-01   1.578311132344530038351630851242230e+00   1.578311132344530038351630851242170e+00   5.912604929268814068881852283735727e-32
   2.000000000000000000000000000000000e-01   1.524063822430784524881056493926341e+00   1.524063822430784524881056493926302e+00   3.909637787106088781703635223447402e-32
   2.100000000000000000000000000000000e-01   1.472446383159977284146733735379239e+00   1.472446383159977284146733735379262e+00  -2.330375232708555382197733310527762e-32
   2.200000000000000000000000000000000e-01   1.423224370785475218809261232654035e+00   1.423224370785475218809261232653974e+00   6.085938624263665295656890298568370e-32
   2.300000000000000000000000000000000e-01   1.376194459229372081218617486741080e+00   1.376194459229372081218617486741058e+00   2.157041537713704155422695295695119e-32
   2.400000000000000000000000000000000e-01   1.331179143466061812135646535620191e+00   1.331179143466061812135646535620161e+00   2.946672814912470855175646252154939e-32
   2.500000000000000000000000000000000e-01   1.288022524698077457370610440219791e+00   1.288022524698077457370610440219717e+00   7.395570986446985675734955299526121e-32
   2.600000000000000000000000000000000e-01   1.246586922531061308211427689786535e+00   1.246586922531061308211427689786546e+00  -1.059261469412979719180787868421710e-32
   2.700000000000000000000000000000000e-01   1.206750126732543176735223740272742e+00   1.206750126732543176735223740272673e+00   6.894829200906304353940401034454040e-32
   2.800000000000000000000000000000000e-01   1.168403148913206612730898541412605e+00   1.168403148913206612730898541412654e+00  -4.988158555962940859414982871294962e-32
   2.900000000000000000000000000000000e-01   1.131448368804160948621411630526459e+00   1.131448368804160948621411630526442e+00   1.656299752173022833628141030623037e-32
   3.000000000000000000000000000000000e-01   1.095797994818075521677168142370040e+00   1.095797994818075521677168142370107e+00  -6.740754805355325485695922799047246e-32
   3.100000000000000000000000000000000e-01   1.061372777029105145520025001429150e+00   1.061372777029105145520025001429087e+00   6.240013019814644163901368533975165e-32
   3.200000000000000000000000000000000e-01   1.028100924464561693708385932223513e+00   1.028100924464561693708385932223593e+00  -8.011868568650901148712868241153298e-32
   3.300000000000000000000000000000000e-01   9.959171889699708378877403219425019e-01   9.959171889699708378877403219424591e-01   4.285194126261599773049550922251463e-32
   3.400000000000000000000000000000000e-01   9.647620857998524097180298333946354e-01   9.647620857998524097180298333945154e-01   1.199854355353247936453874258230410e-31
   3.500000000000000000000000000000000e-01   9.345812271462325565703466556112290e-01   9.345812271462325565703466556111470e-01   8.204461563089624734018466035411790e-32
   3.600000000000000000000000000000000e-01   9.053247495100942268044141046394380e-01   9.053247495100942268044141046392957e-01   1.423262228902167295408367699570261e-31
   3.700000000000000000000000000000000e-01   8.769468194848792899249132227631380e-01   8.769468194848792899249132227629584e-01   1.796892638113291050901227420431737e-31
   3.800000000000000000000000000000000e-01   8.494052054029677296956581740983705e-01   8.494052054029677296956581740980544e-01   3.160451038739454034864859803781866e-31
   3.900000000000000000000000000000000e-01   8.226609045787208274841567233457861e-01   8.226609045787208274841567233458092e-01  -2.311115933264683023667173531101913e-32
   4.000000000000000000000000000000000e-01   7.966778177017837665447359623915255e-01   7.966778177017837665447359623916264e-01  -1.009187290858911587001332441914502e-31
   4.100000000000000000000000000000000e-01   7.714224633947468682718646155099873e-01   7.714224633947468682718646155100500e-01  -6.268901968980452701697208203113938e-32
   4.200000000000000000000000000000000e-01   7.468637271280141709714812341733973e-01   7.468637271280141709714812341734254e-01  -2.802228069083428166196447906461069e-32
   4.300000000000000000000000000000000e-01   7.229726396414983135764834212710461e-01   7.229726396414983135764834212710474e-01  -1.251854463851703304486385662680203e-33
   4.400000000000000000000000000000000e-01   6.997221808035007932215312636171374e-01   6.997221808035007932215312636170910e-01   4.641491165973238405864906841629675e-32
   4.500000000000000000000000000000000e-01   6.770871054774646921606639823044977e-01   6.770871054774646921606639823043169e-01   1.807485252807420848093035299115954e-31
   4.600000000000000000000000000000000e-01   6.550437884949889383093189927949139e-01   6.550437884949889383093189927949377e-01  -2.378523481318236278524132759092385e-32
   4.700000000000000000000000000000000e-01   6.335700862703767717298233013376021e-01   6.335700862703767717298233013370653e-01   5.368529719979419940393538514955485e-31
   4.800000000000000000000000000000000e-01   6.126452129552708597872235320742124e-01   6.126452129552708597872235320738492e-01   3.632303875114326818863574399715173e-31
   4.900000000000000000000000000000000e-01   5.922496293352670378592644867851733e-01   5.922496293352670378592644867848025e-01   3.707415142945429017132757539475985e-31
   5.000000000000000000000000000000000e-01   5.723649429247000870717136756768869e-01   5.723649429247000870717136756765293e-01   3.575488941754903361198423050408918e-31
   5.100000000000000000000000000000000e-01   5.529738179298007398940059494527520e-01   5.529738179298007398940059494524250e-01   3.269266080597332860562522557537914e-31
   5.200000000000000000000000000000000e-01   5.340598939311774689860016634825808e-01   5.340598939311774689860016634822029e-01   3.778674550887756743695828723351627e-31
   5.300000000000000000000000000000000e-01   5.156077122897815592394870007004101e-01   5.156077122897815592394870007006817e-01  -2.715561221586002552808928899044748e-31
   5.400000000000000000000000000000000e-01   4.976026494108053197323579997142727e-01   4.976026494108053197323579997140449e-01   2.277412159237906396238693917106677e-31
   5.500000000000000000000000000000000e-01   4.800308561111260000617317862558057e-01   4.800308561111260000617317862561259e-01  -3.201858532543779605705563329547442e-31
   5.600000000000000000000000000000000e-01   4.628792024310447855585206032226235e-01   4.628792024310447855585206032228191e-01  -1.955781858525238008778345600694994e-31
