  n =                       0
                      x                     f1                     f2                  delta                   frac
       0.00000000000000       1.00000000000000       1.00000000000000       0.00000000000000       0.00000000000000
      0.250000000000000       1.01044926723267       1.01044926723267   2.22044604925031e-16   2.19748395219432e-16
      0.500000000000000       1.04219061098749       1.04219061098749       0.00000000000000       0.00000000000000
      0.750000000000000       1.09642230924777       1.09642230924777       0.00000000000000       0.00000000000000
       1.00000000000000       1.17520119364380       1.17520119364380  -2.22044604925031e-16  -1.88941779608447e-16
       1.25000000000000       1.28153526424066       1.28153526424066  -2.22044604925031e-16  -1.73264529756501e-16
       1.50000000000000       1.41951963672988       1.41951963672988   6.66133814775094e-16   4.69267065800974e-16
       1.75000000000000       1.59452249501579       1.59452249501580  -8.88178419700125e-16  -5.57018431835499e-16
       2.00000000000000       1.81343020392351       1.81343020392351   2.22044604925031e-16   1.22444527748914e-16
       2.25000000000000       2.08496369151037       2.08496369151037   4.44089209850063e-16   2.12996135931921e-16
       2.50000000000000       2.42008179241592       2.42008179241591   8.88178419700125e-16   3.67003471735340e-16
       2.75000000000000       2.83249164054209       2.83249164054208   8.88178419700125e-16   3.13567887363701e-16
       3.00000000000000       3.33929164246997       3.33929164246997   1.33226762955019e-15   3.98967138001984e-16
       3.25000000000000       3.96177933990175       3.96177933990174   8.88178419700125e-16   2.24186746282077e-16
       3.50000000000000       4.72646493932429       4.72646493932429       0.00000000000000       0.00000000000000
       3.75000000000000       5.66634190056090       5.66634190056090  -1.77635683940025e-15  -3.13492703153760e-16
       4.00000000000000       6.82247929928194       6.82247929928194   8.88178419700125e-16   1.30184113536791e-16
       4.25000000000000       8.24601742503281       8.24601742503281       0.00000000000000       0.00000000000000
       4.50000000000000       10.0006691448871       10.0006691448871  -3.55271367880050e-15  -3.55247596668755e-16
       4.75000000000000       12.1658560875773       12.1658560875773  -5.32907051820075e-15  -4.38034979194133e-16
       5.00000000000000       14.8406421155578       14.8406421155578   1.77635683940025e-15   1.19695416516921e-16
       0.00000000000000       1.00000000000000       1.00000000000000       0.00000000000000       0.00000000000000
       5.00000000000000       14.8406421155578       14.8406421155578   1.77635683940025e-15   1.19695416516921e-16
       10.0000000000000       1101.32328747034       1101.32328747034   6.82121026329696e-13   6.19364934974252e-16
       15.0000000000000       108967.245749060       108967.245749060  -1.45519152283669e-11  -1.33543939083111e-16
       20.0000000000000       12129129.8852448       12129129.8852448  -1.86264514923096e-09  -1.53567911866200e-16
       25.0000000000000       1440097986.74772       1440097986.74772  -1.19209289550781e-06  -8.27785960731746e-16
       30.0000000000000       178107909692.074       178107909692.074  -3.05175781250000e-05  -1.71343194009525e-16
       35.0000000000000       22657335033049.0       22657335033049.0     0.0117187500000000   5.17216609230808e-16
       40.0000000000000   2.94231583546275e+15   2.94231583546275e+15       0.00000000000000       0.00000000000000
       45.0000000000000   3.88158567305390e+17   3.88158567305390e+17       0.00000000000000       0.00000000000000
       50.0000000000000   5.18470552858707e+19   5.18470552858707e+19      -16384.0000000000  -3.16006375090408e-16
       55.0000000000000   6.99525933194729e+21   6.99525933194729e+21       1048576.00000000   1.49898088153953e-16
       60.0000000000000   9.51672824846403e+23   9.51672824846404e+23      -268435456.000000  -2.82066955146402e-16
       65.0000000000000   1.30376095723872e+26   1.30376095723872e+26      -17179869184.0000  -1.31771618781911e-16
       70.0000000000000   1.79674190779941e+28   1.79674190779940e+28       10995116277760.0   6.11947449437882e-16
       75.0000000000000   2.48882799786600e+30   2.48882799786600e+30      -844424930131968.  -3.39286174398554e-16
       80.0000000000000   3.46288899024594e+32   3.46288899024594e+32   7.20575940379279e+16   2.08085197766649e-16
       85.0000000000000   4.83706630271936e+34   4.83706630271936e+34       0.00000000000000       0.00000000000000
       90.0000000000000   6.78001830176579e+36   6.78001830176578e+36   3.54177486215223e+21   5.22384262772538e-16
       95.0000000000000   9.53283727836328e+38   9.53283727836328e+38   3.02231454903657e+23   3.17042498553535e-16
       100.000000000000   1.34405857090807e+41   1.34405857090807e+41   5.80284393415022e+25   4.31740406240609e-16
max(abs(diff)) =    5.80284393415022e+25
max(abs(frac)) =    8.27785960731746e-16

  n =                       1
                      x                     f1                     f2                  delta                   frac
       0.00000000000000       0.00000000000000       0.00000000000000       0.00000000000000                      -
      0.250000000000000     0.0838553305875998     0.0838553305875998  -1.38777878078145e-17  -1.65496787271227e-16
      0.500000000000000      0.170870708437772      0.170870708437772  -5.55111512312578e-17  -3.24872248372950e-16
      0.750000000000000      0.264347967238762      0.264347967238762  -1.66533453693773e-16  -6.29978189101635e-16
       1.00000000000000      0.367879441171442      0.367879441171443  -3.33066907387547e-16  -9.05369722012620e-16
       1.25000000000000      0.485510890336284      0.485510890336284       0.00000000000000       0.00000000000000
       1.50000000000000      0.621926652342246      0.621926652342246   2.22044604925031e-16   3.57026996815117e-16
       1.75000000000000      0.782666179835595      0.782666179835595       0.00000000000000       0.00000000000000
       2.00000000000000      0.974382743580061      0.974382743580061   1.11022302462516e-16   1.13941162437462e-16
       2.25000000000000       1.20515726175548       1.20515726175548   2.22044604925031e-16   1.84245336248974e-16
       2.50000000000000       1.48488307489911       1.48488307489911       0.00000000000000       0.00000000000000
       2.75000000000000       1.82574117532922       1.82574117532922   6.66133814775094e-16   3.64856653164420e-16
       3.00000000000000       2.24279011776927       2.24279011776927  -4.44089209850063e-16  -1.98007475747113e-16
       3.25000000000000       2.75470083772635       2.75470083772635   8.88178419700125e-16   3.22422822666000e-16
       3.50000000000000       3.38467420906658       3.38467420906658   4.44089209850063e-16   1.31205895285423e-16
