                      k                     f1                     f2                  delta                   frac
     -0.900000000000000       1.36895319214958       1.36895319214958   2.22044604925031e-16   1.62200290118298e-16
     -0.800000000000000       1.12336380389816       1.12336380389816       0.00000000000000       0.00000000000000
     -0.700000000000000       1.00006706694442       1.00006706694442   2.22044604925031e-16   2.22029714070537e-16
     -0.600000000000000      0.924084467963968      0.924084467963967   1.11022302462516e-16   1.20143024053992e-16
     -0.500000000000000      0.873152581892676      0.873152581892676   1.11022302462516e-16   1.27151089929620e-16
     -0.400000000000000      0.837864084402943      0.837864084402943   1.11022302462516e-16   1.32506339070053e-16
     -0.300000000000000      0.813501722302931      0.813501722302931       0.00000000000000       0.00000000000000
     -0.200000000000000      0.797482530290924      0.797482530290924   2.22044604925031e-16   2.78431936112793e-16
     -0.100000000000000      0.788361949568766      0.788361949568766   1.11022302462516e-16   1.40826561357058e-16
       0.00000000000000      0.785398163397448      0.785398163397448  -1.11022302462516e-16  -1.41357985842823e-16
      0.100000000000000      0.788361949568766      0.788361949568766   1.11022302462516e-16   1.40826561357058e-16
      0.200000000000000      0.797482530290924      0.797482530290924   2.22044604925031e-16   2.78431936112793e-16
      0.300000000000000      0.813501722302931      0.813501722302931       0.00000000000000       0.00000000000000
      0.400000000000000      0.837864084402943      0.837864084402943   1.11022302462516e-16   1.32506339070053e-16
      0.500000000000000      0.873152581892676      0.873152581892676   1.11022302462516e-16   1.27151089929620e-16
      0.600000000000000      0.924084467963968      0.924084467963968       0.00000000000000       0.00000000000000
      0.700000000000000       1.00006706694442       1.00006706694442   2.22044604925031e-16   2.22029714070537e-16
      0.800000000000000       1.12336380389816       1.12336380389816       0.00000000000000       0.00000000000000
      0.900000000000000       1.36895319214958       1.36895319214958   4.44089209850063e-16   3.24400580236596e-16
max(abs(diff)) = 4.44089209850063e-16
max(abs(frac)) = 3.24400580236596e-16
