0,  0, 0.0
0,  1, 0.71024318593789088873852667781165
0,  2, 1.9374337579914456611615213263197
0,  5, 27.105917126558146553222534881785
0, 20, 4.3558282527641046717626269746694e+07

1,  0, 0.0
1,  1, 0.22676438105580863682617535386779
1,  2, 1.1027597873677158175897216501819
1,  5, 23.728215780408282445827095441744
1, 20, 4.2454972750111979448832199759631e+07

2,  0, 0.0
2,  1, 0.044507833037079834060997618912714
2,  2, 0.41026078904534228152144297381108
2,  5, 16.553597860448864669765804949271
2, 20, 3.9312781008498032988867429267164e+07

5,  0, 0.0
5,  1, 0.000062834328405489144037106379883645
5,  2, 0.0043437271795987125480580574143097
5,  5, 1.8247769417727565564416384273939
5, 20, 2.3018286731382866694688482604478e+07
