

#                      x                    ber                    bei                    ker                    kei              Wronskian
#              =========              =========              =========              =========              =========
  2.150000000000000e+00  5.378137772927020e-01  8.943668660096767e-01                    nan                    nan
  2.160000000000000e+00  5.303553120722030e-01  8.977834218618249e-01                    nan                    nan
  2.170000000000000e+00  5.228832841215365e-01  9.011553116264124e-01                    nan                    nan
  2.180000000000000e+00  5.153979853985079e-01  9.044822793326910e-01                    nan                    nan
  2.190000000000000e+00  5.078997078724528e-01  9.077640734739837e-01                    nan                    nan
  2.200000000000000e+00  5.003887435524199e-01  9.110004469856799e-01                    nan                    nan
  2.210000000000000e+00  4.928653845141218e-01  9.141911572233432e-01                    nan                    nan
  2.220000000000000e+00  4.853299229256716e-01  9.173359659409288e-01                    nan                    nan
  2.230000000000000e+00  4.777826510721436e-01  9.204346392691145e-01                    nan                    nan
  2.240000000000000e+00  4.702238613789770e-01  9.234869476937427e-01                    nan                    nan
  2.250000000000000e+00  4.626538464342576e-01  9.264926660343840e-01                    nan                    nan
  2.260000000000000e+00  4.550728990098937e-01  9.294515734230129e-01                    nan                    nan
  2.270000000000000e+00  4.474813120817223e-01  9.323634532828057e-01                    nan                    nan
  2.280000000000000e+00  4.398793788485631e-01  9.352280933070517e-01                    nan                    nan
  2.290000000000000e+00  4.322673927502471e-01  9.380452854381960e-01                    nan                    nan
  2.300000000000000e+00  4.246456474846456e-01  9.408148258469922e-01                    nan                    nan
  2.310000000000000e+00  4.170144370237173e-01  9.435365149117826e-01                    nan                    nan
  2.320000000000000e+00  4.093740556286061e-01  9.462101571979034e-01                    nan                    nan
  2.330000000000000e+00  4.017247978637991e-01  9.488355614372072e-01                    nan                    nan
  2.340000000000000e+00  3.940669586103787e-01  9.514125405077150e-01                    nan                    nan
  2.350000000000000e+00  3.864008330783806e-01  9.539409114133888e-01                    nan                    nan
  2.360000000000000e+00  3.787267168182867e-01  9.564204952640295e-01                    nan                    nan
  2.370000000000000e+00  3.710449057316649e-01  9.588511172553023e-01                    nan                    nan
  2.380000000000000e+00  3.633556960809839e-01  9.612326066488793e-01                    nan                    nan
  2.390000000000000e+00  3.556593844986145e-01  9.635647967527156e-01                    nan                    nan
  2.400000000000000e+00  3.479562679950459e-01  9.658475249014435e-01                    nan                    nan
  2.410000000000000e+00  3.402466439663239e-01  9.680806324368931e-01                    nan                    nan
  2.420000000000000e+00  3.325308102007413e-01  9.702639646887392e-01                    nan                    nan
  2.430000000000000e+00  3.248090648847881e-01  9.723973709552663e-01                    nan                    nan
  2.440000000000000e+00  3.170817066083875e-01  9.744807044842646e-01                    nan                    nan
  2.450000000000000e+00  3.093490343694264e-01  9.765138224540409e-01                    nan                    nan
  2.460000000000000e+00  3.016113475776063e-01  9.784965859545581e-01                    nan                    nan
  2.470000000000000e+00  2.938689460576207e-01  9.804288599686937e-01                    nan                    nan
  2.480000000000000e+00  2.861221300516864e-01  9.823105133536181e-01                    nan                    nan
  2.490000000000000e+00  2.783712002214320e-01  9.841414188222972e-01                    nan                    nan
  2.500000000000000e+00  2.706164576491715e-01  9.859214529251120e-01                    nan                    nan
  2.510000000000000e+00  2.628582038385664e-01  9.876504960315952e-01                    nan                    nan
  2.520000000000000e+00  2.550967407147001e-01  9.893284323122913e-01                    nan                    nan
  2.530000000000000e+00  2.473323706235750e-01  9.909551497207270e-01                    nan                    nan
  2.540000000000000e+00  2.395653963310431e-01  9.925305399755047e-01                    nan                    nan
  2.550000000000000e+00  2.317961210211932e-01  9.940544985425037e-01                    nan                    nan
  2.560000000000000e+00  2.240248482941967e-01  9.955269246172010e-01                    nan                    nan
  2.570000000000000e+00  2.162518821636366e-01  9.969477211071034e-01                    nan                    nan
  2.580000000000000e+00  2.084775270533214e-01  9.983167946142909e-01                    nan                    nan
  2.590000000000000e+00  2.007020877936079e-01  9.996340554180688e-01                    nan                    nan
  2.600000000000000e+00  1.929258696172339e-01  1.000899417457734e+00                    nan                    nan
  2.610000000000000e+00  1.851491781546858e-01  1.002112798315445e+00                    nan                    nan
  2.620000000000000e+00  1.773723194290978e-01  1.003274119199201e+00                    nan                    nan
  2.630000000000000e+00  1.695955998507106e-01  1.004383304925925e+00                    nan                    nan
  2.640000000000000e+00  1.618193262108855e-01  1.005440283904656e+00                    nan                    nan
  2.650000000000000e+00  1.540438056757006e-01  1.006444988119833e+00                    nan                    nan
  2.660000000000000e+00  1.462693457791241e-01  1.007397353114696e+00                    nan                    nan
  2.670000000000000e+00  1.384962544157900e-01  1.008297317974771e+00                    nan                    nan
  2.680000000000000e+00  1.307248398333756e-01  1.009144825311468e+00                    nan                    nan
  2.690000000000000e+00  1.229554106246002e-01  1.009939821245765e+00                    nan                    nan
  2.700000000000000e+00  1.151882757188449e-01  1.010682255391997e+00                    nan                    nan
  2.710000000000000e+00  1.074237443734160e-01  1.011372080841728e+00                    nan                    nan
  2.720000000000000e+00  9.966212616444879e-02  1.012009254147730e+00                    nan                    nan
  2.730000000000000e+00  9.190373097747263e-02  1.012593735308039e+00                    nan                    nan
  2.740000000000000e+00  8.414886899763625e-02  1.013125487750111e+00                    nan                    nan
  2.750000000000000e+00  7.639785069961345e-02  1.013604478315062e+00                    nan                    nan
  2.760000000000000e+00  6.865098683718683e-02  1.014030677241994e+00                    nan                    nan
  2.770000000000000e+00  6.090858843252727e-02  1.014404058152406e+00                    nan                    nan
  2.780000000000000e+00  5.317096676517476e-02  1.014724598034691e+00                    nan                    nan
  2.790000000000000e+00  4.543843336072493e-02  1.014992277228713e+00                    nan                    nan
  2.800000000000000e+00  3.771129997923882e-02  1.015207079410461e+00                    nan                    nan
  2.810000000000000e+00  2.998987860337243e-02  1.015368991576789e+00                    nan                    nan
  2.820000000000000e+00  2.227448142624664e-02  1.015478004030226e+00                    nan                    nan
  2.830000000000000e+00  1.456542083905204e-02  1.015534110363865e+00                    nan                    nan
  2.840000000000000e+00  6.863009418409520e-03  1.015537307446325e+00                    nan                    nan
  2.850000000000000e+00 -8.324400865179166e-04  1.015487595406780e+00                    nan                    nan
  2.860000000000000e+00 -8.520614767144418e-03  1.015384977620072e+00                    nan                    nan
  2.870000000000000e+00 -1.620120156881354e-02  1.015229460691875e+00                    nan                    nan
  2.880000000000000e+00 -2.387388730436708e-02  1.015021054443940e+00                    nan                    nan
  2.890000000000000e+00 -3.153835866793393e-02  1.014759771899396e+00                    nan                    nan
  2.900000000000000e+00 -3.919430224892147e-02  1.014445629268128e+00                    nan                    nan
  2.910000000000000e+00 -4.684140454621215e-02  1.014078645932196e+00                    nan                    nan
  2.920000000000000e+00 -5.447935198255090e-02  1.013658844431336e+00                    nan                    nan
  2.930000000000000e+00 -6.210783091912580e-02  1.013186250448511e+00                    nan                    nan
  2.940000000000000e+00 -6.972652767032234e-02  1.012660892795511e+00                    nan                    nan
  2.950000000000000e+00 -7.733512851866338e-02  1.012082803398624e+00                    nan                    nan
  2.960000000000000e+00 -8.493331972990935e-02  1.011452017284354e+00                    nan                    nan
  2.970000000000000e+00 -9.252078756832857e-02  1.010768572565186e+00                    nan                    nan
  2.980000000000000e+00 -1.000972183121209e-01  1.010032510425411e+00                    nan                    nan
  2.990000000000000e+00 -1.076622982689977e-01  1.009243875106995e+00                    nan                    nan
  3.000000000000000e+00 -1.152157137919027e-01  1.008402713895496e+00                    nan                    nan
  3.010000000000000e+00 -1.227571512948796e-01  1.007509077106030e+00                    nan                    nan
  3.020000000000000e+00 -1.302862972690713e-01  1.006563018069274e+00                    nan                    nan
  3.030000000000000e+00 -1.378028382988495e-01  1.005564593117522e+00                    nan                    nan
  3.040000000000000e+00 -1.453064610780717e-01  1.004513861570774e+00                    nan                    nan
  3.050000000000000e+00 -1.527968524264551e-01  1.003410885722871e+00                    nan                    nan
  3.060000000000000e+00 -1.602736993060686e-01  1.002255730827659e+00                    nan                    nan
  3.070000000000000e+00 -1.677366888379303e-01  1.001048465085199e+00                    nan                    nan
  3.080000000000000e+00 -1.751855083187153e-01  9.997891596280091e-01                    nan                    nan
  3.090000000000000e+00 -1.826198452375599e-01  9.984778885073377e-01                    nan                    nan
  3.100000000000000e+00 -1.900393872929635e-01  9.971147286794695e-01                    nan                    nan
  3.110000000000000e+00 -1.974438224097802e-01  9.956997599920647e-01                    nan                    nan
  3.120000000000000e+00 -2.048328387563008e-01  9.942330651705241e-01                    nan                    nan
  3.130000000000000e+00 -2.122061247614101e-01  9.927147298043812e-01                    nan                    nan
  3.140000000000000e+00 -2.195633691318314e-01  9.911448423337251e-01                    nan                    nan
  3.150000000000000e+00 -2.269042608694360e-01  9.895234940356433e-01                    nan                    nan
  3.160000000000000e+00 -2.342284892886290e-01  9.878507790106872e-01                    nan                    nan
  3.170000000000000e+00 -2.415357440337962e-01  9.861267941693653e-01                    nan                    nan
  3.180000000000000e+00 -2.488257150968167e-01  9.843516392186480e-01                    nan                    nan
  3.190000000000000e+00 -2.560980928346281e-01  9.825254166485001e-01                    nan                    nan
  3.200000000000000e+00 -2.633525679868511e-01  9.806482317184221e-01                    nan                    nan
  3.210000000000000e+00 -2.705888316934592e-01  9.787201924440176e-01                    nan                    nan
  3.220000000000000e+00 -2.778065755124990e-01  9.767414095835638e-01                    nan                    nan
  3.230000000000000e+00 -2.850054914378498e-01  9.747119966246075e-01                    nan                    nan
