

                         x                       ber                       bei                       ker                       kei                 Wronskian
  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00                      -nan                      -nan
  5.910000000000000000e+00 -8.214979191066674590e-01 -5.960416732643417964e-01 -1.528938091154609023e-01  9.732204919437904924e-01
  5.920000000000000000e+00 -8.172215297716591411e-01 -6.018439898293005463e-01 -1.459868770864126066e-01  9.743056496529541553e-01
  5.930000000000000000e+00 -8.129042789006086597e-01 -6.076156659917213727e-01 -1.390723168011593333e-01  9.753416937174285226e-01
  5.940000000000000000e+00 -8.085463865394487403e-01 -6.133564141454351194e-01 -1.321504777936708634e-01  9.763285715192315864e-01
  5.950000000000000000e+00 -8.041480747311446558e-01 -6.190659482649604106e-01 -1.252217099525769307e-01  9.772662329241940990e-01
  5.960000000000000000e+00 -7.997095675048048279e-01 -6.247439839193781750e-01 -1.182863635035871200e-01  9.781546302843249309e-01
  5.970000000000000000e+00 -7.952310908646890709e-01 -6.303902382861292210e-01 -1.113447889918946263e-01  9.789937184400524009e-01
  5.980000000000000000e+00 -7.907128727791150616e-01 -6.360044301647341824e-01 -1.043973372645647332e-01  9.797834547223414737e-01
  5.990000000000000000e+00 -7.861551431692636657e-01 -6.415862799904351369e-01 -9.744435945290891091e-02  9.805237989546867029e-01
  6.000000000000000000e+00 -7.815581338978837185e-01 -6.471355098477582115e-01 -9.048620695484539277e-02  9.812147134549808297e-01
  6.010000000000000000e+00 -7.769220787578968926e-01 -6.526518434839964987e-01 -8.352323141724712986e-02  9.818561630372589327e-01
  6.020000000000000000e+00 -7.722472134609032600e-01 -6.581350063226125958e-01 -7.655578471827798379e-02  9.824481150133180453e-01
  6.030000000000000000e+00 -7.675337756255881929e-01 -6.635847254765601001e-01 -6.958421894971806019e-02  9.829905391942121544e-01
  6.040000000000000000e+00 -7.627820047660312166e-01 -6.690007297615233829e-01 -6.260888639927904828e-02  9.834834078916225033e-01
  6.050000000000000000e+00 -7.579921422799174699e-01 -6.743827497090749784e-01 -5.563013953291046192e-02  9.839266959191031288e-01
  6.060000000000000000e+00 -7.531644314366523893e-01 -6.797305175797499217e-01 -4.864833097709765007e-02  9.843203805932015703e-01
  6.070000000000000000e+00 -7.482991173653802841e-01 -6.850437673760363733e-01 -4.166381350115247863e-02  9.846644417344546872e-01
  6.080000000000000000e+00 -7.433964470429074325e-01 -6.903222348552818828e-01 -3.467693999949755123e-02  9.849588616682595412e-01
  6.090000000000000000e+00 -7.384566692815303625e-01 -6.955656575425146285e-01 -2.768806347394486534e-02  9.852036252256192887e-01
  6.100000000000000000e+00 -7.334800347167699628e-01 -7.007737747431789914e-01 -2.069753701596977453e-02  9.853987197437640516e-01
  6.110000000000000000e+00 -7.284667957950120975e-01 -7.059463275557848175e-01 -1.370571378898115949e-02  9.855441350666467305e-01
  6.120000000000000000e+00 -7.234172067610553737e-01 -7.110830588844697304e-01 -6.712947010588674410e-03  9.856398635453137335e-01
  6.130000000000000000e+00 -7.183315236455667437e-01 -7.161837134514738533e-01  2.804100651320301978e-04  9.856859000381506013e-01
  6.140000000000000000e+00 -7.132100042524456007e-01 -7.212480378095263127e-01  7.274004165375238262e-03  9.856822419110025137e-01
  6.150000000000000000e+00 -7.080529081460970581e-01 -7.262757803541428942e-01  1.426748201634135328e-02  9.856288890371696739e-01
  6.160000000000000000e+00 -7.028604966386150793e-01 -7.312666913358342282e-01  2.126049036097246139e-02  9.855258437972775609e-01
  6.170000000000000000e+00 -6.976330327768761506e-01 -7.362205228722238865e-01  2.825267597668638510e-02  9.853731110790220643e-01
  6.180000000000000000e+00 -6.923707813295441792e-01 -7.411370289600757685e-01  3.524368569310833988e-02  9.851706982767895067e-01
  6.190000000000000000e+00 -6.870740087739873123e-01 -7.460159654872301762e-01  4.223316640979931384e-02  9.849186152911515750e-01
  6.200000000000000000e+00 -6.817429832831073700e-01 -7.508570902444479666e-01  4.922076511398027809e-02  9.846168745282351809e-01
  6.210000000000000000e+00 -6.763779747120825881e-01 -7.556601629371621771e-01  5.620612889825135110e-02  9.842654908989672827e-01
  6.220000000000000000e+00 -6.709792545850243827e-01 -7.604249451971365317e-01  6.318890497830502528e-02  9.838644818181947090e-01
  6.230000000000000000e+00 -6.655470960815488288e-01 -7.651512005940302313e-01  7.016874071063258012e-02  9.834138672036790171e-01
  6.240000000000000000e+00 -6.600817740232635798e-01 -7.698386946468684418e-01  7.714528361022278624e-02  9.829136694749664472e-01
  6.250000000000000000e+00 -6.545835648601709252e-01 -7.744871948354178959e-01  8.411818136825202899e-02  9.823639135521330163e-01
  6.260000000000000000e+00 -6.490527466569877169e-01 -7.790964706114670241e-01  9.108708186976496063e-02  9.817646268544048242e-01
  6.270000000000000000e+00 -6.434895990793828761e-01 -7.836662934100100524e-01  9.805163321134480332e-02  9.811158392986536319e-01
  6.280000000000000000e+00 -6.378944033801332101e-01 -7.881964366603344801e-01  1.050114837187724141e-01  9.804175832977677886e-01
  6.290000000000000000e+00 -6.322674423851982670e-01 -7.926866757970113909e-01  1.119662819646732389e-01  9.796698937588985903e-01
  6.300000000000000000e+00 -6.266090004797149548e-01 -7.971367882707880180e-01  1.189156767861512694e-01  9.788728080815821536e-01
  6.310000000000000000e+00 -6.209193635939126653e-01 -8.015465535593820218e-01  1.258593173024091229e-01  9.780263661557369016e-01
  6.320000000000000000e+00 -6.151988191889496418e-01 -8.059157531781769234e-01  1.327968529323533665e-01  9.771306103595367546e-01
  6.330000000000000000e+00 -6.094476562426713250e-01 -8.102441706908181454e-01  1.397279334121842055e-01  9.761855855571601396e-01
  6.340000000000000000e+00 -6.036661652352914298e-01 -8.145315917197091245e-01  1.466522088129686613e-01  9.751913390964149234e-01
  6.350000000000000000e+00 -5.978546381349964984e-01 -8.187778039564069540e-01  1.535693295581963582e-01  9.741479208062393925e-01
  6.360000000000000000e+00 -5.920133683834746820e-01 -8.229825971719170271e-01  1.604789464413170410e-01  9.730553829940794000e-01
  6.370000000000000000e+00 -5.861426508813695045e-01 -8.271457632268861583e-01  1.673807106432589536e-01  9.719137804431418124e-01
  6.380000000000000000e+00 -5.802427819736593709e-01 -8.312670960816936490e-01  1.742742737499272006e-01  9.707231704095243929e-01
  6.390000000000000000e+00 -5.743140594349635734e-01 -8.353463918064397992e-01  1.811592877696812180e-01  9.694836126192222640e-01
  6.400000000000000000e+00 -5.683567824547755738e-01 -8.393834485908313332e-01  1.880354051507904805e-01  9.681951692650110979e-01
  6.410000000000000000e+00 -5.623712516226243124e-01 -8.433780667539632549e-01  1.949022787988675753e-01  9.668579050032071906e-01
  6.420000000000000000e+00 -5.563577689131643311e-01 -8.473300487539966091e-01  2.017595620942777734e-01  9.654718869503045817e-01
  6.430000000000000000e+00 -5.503166376711954728e-01 -8.512391991977316695e-01  2.086069089095242234e-01  9.640371846794893873e-01
  6.440000000000000000e+00 -5.442481625966129393e-01 -8.551053248500760551e-01  2.154439736266079088e-01  9.625538702170315190e-01
  6.450000000000000000e+00 -5.381526497292884895e-01 -8.589282346434072900e-01  2.222704111543614913e-01  9.610220180385539708e-01
  6.460000000000000000e+00 -5.320304064338835555e-01 -8.627077396868293277e-01  2.290858769457561866e-01  9.594417050651798605e-01
  6.470000000000000000e+00 -5.258817413845950669e-01 -8.664436532753225601e-01  2.358900270151807979e-01  9.578130106595574129e-01
  6.480000000000000000e+00 -5.197069645498347712e-01 -8.701357908987868487e-01  2.426825179556920537e-01  9.561360166217630921e-01
  6.490000000000000000e+00 -5.135063871768428413e-01 -8.737839702509771064e-01  2.494630069562353804e-01  9.544108071850830796e-01
  6.500000000000000000e+00 -5.072803217762365660e-01 -8.773880112383309744e-01  2.562311518188352569e-01  9.526374690116733116e-01
  6.510000000000000000e+00 -5.010290821064949205e-01 -8.809477359886881374e-01  2.629866109757542873e-01  9.508160911880982971e-01
  6.520000000000000000e+00 -4.947529831583798131e-01 -8.844629688599008319e-01  2.697290435066201425e-01  9.489467652207489292e-01
  6.530000000000000000e+00 -4.884523411392948223e-01 -8.879335364483351013e-01  2.764581091555195055e-01  9.470295850311395314e-01
  6.540000000000000000e+00 -4.821274734575822150e-01 -8.913592675972623637e-01  2.831734683480581757e-01  9.450646469510843603e-01
  6.550000000000000000e+00 -4.757786987067590666e-01 -8.947399934051408520e-01  2.898747822083864780e-01  9.430520497177538226e-01
  6.560000000000000000e+00 -4.694063366496932858e-01 -8.980755472337865136e-01  2.965617125761891259e-01  9.409918944686106335e-01
  6.570000000000000000e+00 -4.630107082027203636e-01 -9.013657647164329321e-01  3.032339220236386872e-01  9.388842847362261886e-01
  6.580000000000000000e+00 -4.565921354197016592e-01 -9.046104837656798688e-01  3.098910738723118152e-01  9.367293264429773962e-01
  6.590000000000000000e+00 -4.501509414760250406e-01 -9.078095445813300055e-01  3.165328322100673906e-01  9.345271278956242397e-01
  6.600000000000000000e+00 -4.436874506525487035e-01 -9.109627896581134883e-01  3.231588619078857405e-01  9.322777997797683431e-01
  6.610000000000000000e+00 -4.372019883194889938e-01 -9.140700637932998692e-01  3.297688286366680840e-01  9.299814551541928112e-01
  6.620000000000000000e+00 -4.306948809202530539e-01 -9.171312140941970608e-01  3.363623988839953769e-01  9.276382094450836349e-01
  6.630000000000000000e+00 -4.241664559552171254e-01 -9.201460899855369028e-01  3.429392399708457084e-01  9.252481804401329435e-01
  6.640000000000000000e+00 -4.176170419654513389e-01 -9.231145432167469710e-01  3.494990200682694263e-01  9.228114882825244051e-01
  6.650000000000000000e+00 -4.110469685163918241e-01 -9.260364278691082480e-01  3.560414082140211441e-01  9.203282554648010730e-01
  6.660000000000000000e+00 -4.044565661814609708e-01 -9.289116003627982827e-01  3.625660743291478152e-01  9.177986068226159833e-01
  6.670000000000000000e+00 -3.978461665256366877e-01 -9.317399194638194745e-01  3.690726892345320344e-01  9.152226695283658228e-01
  6.680000000000000000e+00 -3.912161020889714883e-01 -9.345212462908121268e-01  3.755609246673897462e-01  9.126005730847079770e-01
  6.690000000000000000e+00 -3.845667063700622531e-01 -9.372554443217519133e-01  3.820304532977215380e-01  9.099324493179612907e-01
  6.700000000000000000e+00 -3.778983138094715114e-01 -9.399423794005314095e-01  3.884809487447166888e-01  9.072184323713908669e-01
  6.710000000000000000e+00 -3.712112597731010840e-01 -9.425819197434253504e-01  3.949120855931091659e-01  9.044586586983772415e-01
  6.720000000000000000e+00 -3.645058805355189407e-01 -9.451739359454392740e-01  4.013235394094847423e-01  9.016532670554702750e-01
  6.730000000000000000e+00 -3.577825132632401197e-01 -9.477183009865412242e-01  4.077149867585384322e-01  8.988023984953281108e-01
  6.740000000000000000e+00 -3.510414959979625621e-01 -9.502148902377761910e-01  4.140861052192814188e-01  8.959061963595415514e-01
  6.750000000000000000e+00 -3.442831676397587148e-01 -9.526635814672629635e-01  4.204365734011966802e-01  8.929648062713442133e-01
  6.760000000000000000e+00 -3.375078679302237597e-01 -9.550642548460730884e-01  4.267660709603424963e-01  8.899783761282088239e-01
  6.770000000000000000e+00 -3.307159374355813225e-01 -9.574167929539916257e-01  4.330742786154030386e-01  8.869470560943300332e-01
  6.780000000000000000e+00 -3.239077175297475292e-01 -9.597210807851594022e-01  4.393608781636852384e-01  8.838709985929941152e-01
  6.790000000000000000e+00 -3.170835503773542609e-01 -9.619770057535964692e-01  4.456255524970611372e-01  8.807503582988359408e-01
  6.800000000000000000e+00 -3.102437789167324800e-01 -9.641844576986064717e-01  4.518679856178549227e-01  8.775852921299836121e-01
  6.810000000000000000e+00 -3.033887468428564856e-01 -9.663433288900616501e-01  4.580878626546738591e-01  8.743759592400911479e-01
  6.820000000000000000e+00 -2.965187985902499700e-01 -9.684535140335682005e-01  4.642848698781823150e-01  8.711225210102596231e-01
  6.830000000000000000e+00 -2.896342793158547395e-01 -9.705149102755117172e-01  4.704586947168181124e-01  8.678251410408471632e-01
  6.840000000000000000e+00 -2.827355348818629734e-01 -9.725274172079824581e-01  4.766090257724504026e-01  8.644839851431682074e-01
  6.850000000000000000e+00 -2.758229118385138901e-01 -9.744909368735801679e-01  4.827355528359782938e-01  8.610992213310824512e-01
  6.860000000000000000e+00 -2.688967574068556945e-01 -9.764053737700982188e-01  4.888379669028694466e-01  8.576710198124738963e-01
  6.870000000000000000e+00 -2.619574194614736794e-01 -9.782706348550868092e-01  4.949159601886378668e-01  8.541995529806204289e-01
  6.880000000000000000e+00 -2.550052465131853590e-01 -9.800866295502949904e-01  5.009692261442601208e-01  8.506849954054543604e-01
  6.890000000000000000e+00 -2.480405876917035075e-01 -9.818532697459912793e-01  5.069974594715292044e-01  8.471275238247143674e-01
  6.900000000000000000e+00 -2.410637927282679872e-01 -9.835704698051626385e-01  5.130003561383452963e-01  8.435273171349892790e-01
  6.910000000000000000e+00 -2.340752119382472391e-01 -9.852381465675915927e-01  5.189776133939426391e-01  8.398845563826541512e-01
  6.920000000000000000e+00 -2.270751962037103243e-01 -9.868562193538112725e-01  5.249289297840517815e-01  8.361994247546990903e-01
  6.930000000000000000e+00 -2.200640969559703905e-01 -9.884246099689381717e-01  5.308540051659964286e-01  8.324721075694512805e-01
  6.940000000000000000e+00 -2.130422661581004520e-01 -9.899432427063824206e-01  5.367525407237241478e-01  8.287027922671906797e-01
  6.950000000000000000e+00 -2.060100562874223706e-01 -9.914120443514353725e-01  5.426242389827701738e-01  8.248916684006598593e-01
  6.960000000000000000e+00 -1.989678203179699116e-01 -9.928309441847343140e-01  5.484688038251535772e-01  8.210389276254684533e-01
  6.970000000000000000e+00 -1.919159117029267776e-01 -9.941998739856041161e-01  5.542859405042050410e-01  8.171447636903927087e-01
  6.980000000000000000e+00 -1.848546843570404932e-01 -9.955187680352756511e-01  5.600753556593255136e-01  8.132093724275706133e-01
  6.990000000000000000e+00 -1.777844926390130385e-01 -9.967875631199807909e-01  5.658367573306749978e-01  8.092329517425930994e-01
  7.000000000000000000e+00 -1.707056913338691155e-01 -9.980061985339238351e-01  5.715698549737907464e-01  8.052157016044918120e-01
  7.010000000000000000e+00 -1.636186356353029456e-01 -9.991746160821292003e-01  5.772743594741341293e-01  8.011578240356239528e-01
  7.020000000000000000e+00 -1.565236811280044770e-01 -1.000292760083165224e+00  5.829499831615654518e-01  7.970595231014546970e-01
  7.030000000000000000e+00 -1.494211837699659092e-01 -1.001360577371743922e+00  5.885964398247459971e-01  7.929210049002377008e-01
  7.040000000000000000e+00 -1.423114998747694134e-01 -1.002378017301196579e+00  5.942134447254665829e-01  7.887424775525942125e-01
  7.050000000000000000e+00 -1.351949860938569555e-01 -1.003345031745825022e+00  5.998007146129019011e-01  7.845241511909913141e-01
  7.060000000000000000e+00 -1.280719993987831033e-01 -1.004261575103128449e+00  6.053579677377899491e-01  7.802662379491198165e-01
  7.070000000000000000e+00 -1.209428970634517255e-01 -1.005127604295905704e+00  6.108849238665358291e-01  7.759689519511723383e-01
  7.080000000000000000e+00 -1.138080366463374669e-01 -1.005943078774232865e+00  6.163813042952392223e-01  7.716325093010221111e-01
  7.090000000000000000e+00 -1.066677759726929052e-01 -1.006707960517316045e+00  6.218468318636448291e-01  7.672571280713030515e-01
  7.100000000000000000e+00 -9.952247311674227796e-02 -1.007422214035219311e+00  6.272812309690150895e-01  7.628430282923916417e-01
  7.110000000000000000e+00 -9.237248638386268707e-02 -1.008085806370467599e+00  6.326842275799244812e-01  7.583904319412911783e-01
  7.120000000000000000e+00 -8.521817429275366458e-02 -1.008698707099524564e+00  6.380555492499747175e-01  7.538995629304189386e-01
  7.130000000000000000e+00 -7.805989555759601345e-02 -1.009260888334145261e+00  6.433949251314301491e-01  7.493706470962968333e-01
  7.140000000000000000e+00 -7.089800907020080724e-02 -1.009772324722603585e+00  6.487020859887727012e-01  7.448039121881461060e-01
  7.150000000000000000e+00 -6.373287388214946057e-02 -1.010232993450794398e+00  6.539767642121756617e-01  7.401995878563866539e-01
  7.160000000000000000e+00 -5.656484918692575624e-02 -1.010642874243210283e+00  6.592186938308956532e-01  7.355579056410415436e-01
  7.170000000000000000e+00 -4.939429430204074199e-02 -1.011001949363792854e+00  6.644276105265821140e-01  7.308790989600473069e-01
  7.180000000000000000e+00 -4.222156865115138263e-02 -1.011310203616658585e+00  6.696032516465036355e-01  7.261634030974705975e-01
  7.190000000000000000e+00 -3.504703174617387753e-02 -1.011567624346699099e+00  6.747453562166904832e-01  7.214110551916318000e-01
  7.200000000000000000e+00 -2.787104316939253941e-02 -1.011774201440055877e+00  6.798536649549926559e-01  7.166222942231361896e-01
  7.210000000000000000e+00 -2.069396255556513143e-02 -1.011929927324469369e+00  6.849279202840528275e-01  7.117973610028132326e-01
  7.220000000000000000e+00 -1.351614957402556815e-02 -1.012034796969502461e+00  6.899678663441935224e-01  7.069364981595646485e-01
  7.230000000000000000e+00 -6.337963910784873348e-03 -1.012088807886638289e+00  6.949732490062178866e-01  7.020399501281218211e-01
  7.240000000000000000e+00  8.402347493686977145e-04 -1.012091960129252379e+00  6.999438158841234129e-01  6.971079631367131917e-01
  7.250000000000000000e+00  8.018086740769483125e-03 -1.012044256292459108e+00  7.048793163477279865e-01  6.921407851946422344e-01
  7.260000000000000000e+00  1.519523243477327152e-02 -1.011945701512832487e+00  7.097795015352076209e-01  6.871386660797766550e-01
  7.270000000000000000e+00  2.237131225765431070e-02 -1.011796303468001265e+00  7.146441243655452595e-01  6.821018573259494182e-01
  7.280000000000000000e+00  2.954596670849955136e-02 -1.011596072376118366e+00  7.194729395508900252e-01  6.770306122102722546e-01
  7.290000000000000000e+00  3.671883637709924009e-02 -1.011345020995204677e+00  7.242657036088262933e-01  6.719251857403622673e-01
  7.300000000000000000e+00  4.388956196183295585e-02 -1.011043164622367222e+00  7.290221748745519846e-01  6.667858346414822882e-01
  7.310000000000000000e+00  5.105778428755019629e-02 -1.010690521092891721e+00  7.337421135129654675e-01  6.616128173435956227e-01
  7.320000000000000000e+00  5.822314432344461293e-02 -1.010287110779209614e+00  7.384252815306604653e-01  6.564063939683358332e-01
  7.330000000000000000e+00  6.538528320092100086e-02 -1.009832956589739547e+00  7.430714427878283737e-01  6.511668263158922094e-01
  7.340000000000000000e+00  7.254384223145414389e-02 -1.009328083967603409e+00  7.476803630100673931e-01  6.458943778518115940e-01
  7.350000000000000000e+00  7.969846292443862322e-02 -1.008772520889216951e+00  7.522518098000978855e-01  6.405893136937172102e-01
  7.360000000000000000e+00  8.684878700502868636e-02 -1.008166297862755050e+00  7.567855526493833766e-01  6.352519005979451656e-01
  7.370000000000000000e+00  9.399445643196729296e-02 -1.007509447926491700e+00  7.612813629496566178e-01  6.298824069460992982e-01
  7.380000000000000000e+00  1.011351134154034289e-01 -1.006802006647014794e+00  7.657390140043501390e-01  6.244811027315250408e-01
  7.390000000000000000e+00  1.082704004346968101e-01 -1.006044012117315775e+00  7.701582810399307173e-01  6.190482595457029774e-01
  7.400000000000000000e+00  1.153999602562090714e-01 -1.005235504954754252e+00  7.745389412171372007e-01  6.135841505645627742e-01
  7.410000000000000000e+00  1.225234359510805559e-01 -1.004376528298897668e+00  7.788807736421211258e-01  6.080890505347181744e-01
  7.420000000000000000e+00  1.296404709129918086e-01 -1.003467127809236126e+00  7.831835593774895688e-01  6.025632357596237390e-01
  7.430000000000000000e+00  1.367507088759088894e-01 -1.002507351662772465e+00  7.874470814532496909e-01  5.970069840856540347e-01
  7.440000000000000000e+00  1.438537939318116095e-01 -1.001497250551487717e+00  7.916711248776544181e-01  5.914205748881059604e-01
  7.450000000000000000e+00  1.509493705484038100e-01 -1.000436877679682052e+00  7.958554766479487296e-01  5.858042890571249140e-01
  7.460000000000000000e+00  1.580370835868047900e-01 -9.993262887611913361e-01  7.999999257610160050e-01  5.801584089835555089e-01
  7.470000000000000000e+00  1.651165783192209984e-01 -9.981655420164794367e-01  8.041042632239239120e-01  5.744832185447175420e-01
  7.480000000000000000e+00  1.721875004465971102e-01 -9.969546981696064159e-01  8.081682820643692997e-01  5.687790030901079318e-01
  7.490000000000000000e+00  1.792494961162455909e-01 -9.956938204450727440e-01  8.121917773410215856e-01  5.630460494270293384e-01
  7.500000000000000000e+00  1.863022119394538803e-01 -9.943829745645396967e-01  8.161745461537641109e-01  5.572846458061461843e-01
  7.510000000000000000e+00  1.933452950090683046e-01 -9.930222287434260830e-01  8.201163876538329629e-01  5.514950819069688075e-01
  7.520000000000000000e+00  2.003783929170538385e-01 -9.916116536873814717e-01  8.240171030538527545e-01  5.456776488232664616e-01
  7.530000000000000000e+00  2.074011537720288387e-01 -9.901513225886360808e-01  8.278764956377688610e-01  5.398326390484099038e-01
  7.540000000000000000e+00  2.144132262167738728e-01 -9.886413111222275062e-01  8.316943707706756226e-01  5.339603464606442968e-01
  7.550000000000000000e+00  2.214142594457137612e-01 -9.870816974421044742e-01  8.354705359085400184e-01  5.280610663082931721e-01
  7.560000000000000000e+00  2.284039032223719673e-01 -9.854725621771078001e-01  8.392048006078203291e-01  5.221350951948941819e-01
  7.570000000000000000e+00  2.353818078967964487e-01 -9.838139884268287515e-01  8.428969765349793126e-01  5.161827310642673975e-01
  7.580000000000000000e+00  2.423476244229561115e-01 -9.821060617573450073e-01  8.465468774758914151e-01  5.102042731855168927e-01
  7.590000000000000000e+00  2.493010043761069858e-01 -9.803488701968344318e-01  8.501543193451435472e-01  5.042000221379663681e-01
  7.600000000000000000e+00  2.562415999701272630e-01 -9.785425042310668659e-01  8.537191201952289689e-01  4.981702797960295696e-01
  7.610000000000000000e+00  2.631690640748203166e-01 -9.766870567987741521e-01  8.572411002256338177e-01  4.921153493140162548e-01
  7.620000000000000000e+00  2.700830502331848547e-01 -9.747826232868986290e-01  8.607200817918158330e-01  4.860355351108744746e-01
  7.630000000000000000e+00  2.769832126786513257e-01 -9.728293015257203125e-01  8.641558894140748271e-01  4.799311428548699317e-01
  7.640000000000000000e+00  2.838692063522837292e-01 -9.708271917838630127e-01  8.675483497863144610e-01  4.738024794482031795e-01
  7.650000000000000000e+00  2.907406869199459600e-01 -9.687763967631796185e-01  8.708972917846948890e-01  4.676498530115654362e-01
  7.660000000000000000e+00  2.975973107894318341e-01 -9.666770215935168044e-01  8.742025464761758456e-01  4.614735728686337848e-01
  7.670000000000000000e+00  3.044387351275579364e-01 -9.645291738273594160e-01  8.774639471269497369e-01  4.552739495305065385e-01
  7.680000000000000000e+00  3.112646178772184404e-01 -9.623329634343547918e-01  8.806813292107643366e-01  4.490512946800795463e-01
  7.690000000000000000e+00  3.180746177744010377e-01 -9.600885027957172877e-01  8.838545304171346518e-01  4.428059211563642251e-01
  7.700000000000000000e+00  3.248683943651631386e-01 -9.577959066985132816e-01  8.869833906594435632e-01  4.365381429387481014e-01
  7.710000000000000000e+00  3.316456080225674869e-01 -9.554552923298269331e-01  8.900677520829308326e-01  4.302482751311986495e-01
  7.720000000000000000e+00  3.384059199635763440e-01 -9.530667792708069893e-01  8.931074590725700779e-01  4.239366339464112248e-01
  7.730000000000000000e+00  3.451489922659034010e-01 -9.506304894905949155e-01  8.961023582608333285e-01  4.176035366899018700e-01
  7.740000000000000000e+00  3.518744878848225721e-01 -9.481465473401346660e-01  8.990522985353427710e-01  4.112493017440458126e-01
  7.750000000000000000e+00  3.585820706699328339e-01 -9.456150795458643819e-01  9.019571310464093034e-01  4.048742485520624286e-01
  7.760000000000000000e+00  3.652714053818782684e-01 -9.430362152032903359e-01  9.048167092144575276e-01  3.984786976019474993e-01
  7.770000000000000000e+00  3.719421577090224802e-01 -9.404100857704434318e-01  9.076308887373368093e-01  3.920629704103535405e-01
  7.780000000000000000e+00  3.785939942840765450e-01 -9.377368250612185830e-01  9.103995275975180358e-01  3.856273895064190337e-01
  7.790000000000000000e+00  3.852265827006796723e-01 -9.350165692385973000e-01  9.131224860691757246e-01  3.791722784155473521e-01
  7.800000000000000000e+00  3.918395915299317407e-01 -9.322494568077538155e-01  9.157996267251551186e-01  3.726979616431362071e-01
  7.810000000000000000e+00  3.984326903368768895e-01 -9.294356286090450807e-01  9.184308144438239333e-01  3.662047646582584132e-01
  7.820000000000000000e+00  4.050055496969373377e-01 -9.265752278108849936e-01  9.210159164158084049e-01  3.596930138772948107e-01
  7.830000000000000000e+00  4.115578412122966115e-01 -9.236683999025031903e-01  9.235548021506133131e-01  3.531630366475201411e-01
  7.840000000000000000e+00  4.180892375282313657e-01 -9.207152926865887720e-01  9.260473434831256403e-01  3.466151612306427206e-01
  7.850000000000000000e+00  4.245994123493909744e-01 -9.177160562718193144e-01  9.284934145800015567e-01  3.400497167862987133e-01
  7.860000000000000000e+00  4.310880404560240869e-01 -9.146708430652755444e-01  9.308928919459363995e-01  3.334670333555018507e-01
  7.870000000000000000e+00  4.375547977201513369e-01 -9.115798077647420378e-01  9.332456544298173458e-01  3.268674418440494104e-01
  7.880000000000000000e+00  4.439993611216833914e-01 -9.084431073508943402e-01  9.355515832307584681e-01  3.202512740058852972e-01
  7.890000000000000000e+00  4.504214087644835426e-01 -9.052609010793728719e-01  9.378105619040178733e-01  3.136188624264210456e-01
  7.900000000000000000e+00  4.568206198923740360e-01 -9.020333504727440274e-01  9.400224763667966364e-01  3.069705405058155964e-01
  7.910000000000000000e+00  4.631966749050853381e-01 -8.987606193123488542e-01  9.421872149039192270e-01  3.003066424422146639e-01
  7.920000000000000000e+00  4.695492553741475449e-01 -8.954428736300397215e-01  9.443046681733951681e-01  2.936275032149505561e-01
  7.930000000000000000e+00  4.758780440587231409e-01 -8.920802816998053723e-01  9.463747292118616298e-01  2.869334585677032626e-01
  7.940000000000000000e+00  4.821827249213803161e-01 -8.886730140292847925e-01  9.483972934399067035e-01  2.802248449916236794e-01
  7.950000000000000000e+00  4.884629831438060557e-01 -8.852212433511702978e-01  9.503722586672730799e-01  2.735019997084197946e-01
  7.960000000000000000e+00  4.947185051424582181e-01 -8.817251446145002746e-01  9.522995250979418861e-01  2.667652606534066952e-01
  7.970000000000000000e+00  5.009489785841558151e-01 -8.781848949758419976e-01  9.541789953350964161e-01  2.600149664585212360e-01
  7.980000000000000000e+00  5.071540924016067272e-01 -8.746006737903649651e-01  9.560105743859655195e-01  2.532514564353022226e-01
  7.990000000000000000e+00  5.133335368088720651e-01 -8.709726626028051882e-01  9.577941696665463999e-01  2.464750705578369653e-01
  8.000000000000000000e+00  5.194870033167664231e-01 -8.673010451383208892e-01  9.595296910062065963e-01  2.396861494456750503e-01
  8.010000000000000000e+00  5.256141847481932329e-01 -8.635860072932400463e-01  9.612170506521649125e-01  2.328850343467101865e-01
  8.020000000000000000e+00  5.317147752534144782e-01 -8.598277371257002607e-01  9.628561632738510788e-01  2.260720671200309881e-01
  8.030000000000000000e+00  5.377884703252539914e-01 -8.560264248461813898e-01  9.644469459671439252e-01  2.192475902187415423e-01
  8.040000000000000000e+00  5.438349668142335770e-01 -8.521822628079314369e-01  9.659893182584878574e-01  2.124119466727526397e-01
  8.050000000000000000e+00  5.498539629436412098e-01 -8.482954454972861473e-01  9.674832021088874371e-01  2.055654800715445037e-01
  8.060000000000000000e+00  5.558451583245305546e-01 -8.443661695238828080e-01  9.689285219177798575e-01  1.987085345469019037e-01
  8.070000000000000000e+00  5.618082539706510647e-01 -8.403946336107687285e-01  9.703252045267851379e-01  1.918414547556225070e-01
  8.080000000000000000e+00  5.677429523133078975e-01 -8.363810385844048913e-01  9.716731792233338347e-01  1.849645858621993330e-01
  8.090000000000000000e+00  5.736489572161509296e-01 -8.323255873645652703e-01  9.729723777441721063e-01  1.780782735214781840e-01
  8.099999999999999999e+00  5.795259739898921157e-01 -8.282284849541323172e-01  9.742227342787439431e-01  1.711828638612909109e-01
  8.110000000000000000e+00  5.853737094069504682e-01 -8.240899384287891165e-01  9.754241854724504128e-01  1.642787034650653909e-01
  8.120000000000000000e+00  5.911918717160239168e-01 -8.199101569266087267e-01  9.765766704297857403e-01  1.573661393544130868e-01
