

#             t           fai          fai'           gai          gai'           hai          hai'
#     =========     =========     =========     =========     =========     =========     =========
 -1.697000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.696000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.695000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.694000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.693000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.692000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.691000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.690000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.689000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.688000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.687000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.686000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.685000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.684000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.683000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.682000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.681000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.680000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.679000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.678000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.677000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.676000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.675000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.674000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.673000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.672000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.671000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.670000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.669000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.668000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.667000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.666000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.665000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.664000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.663000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.662000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.661000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.660000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.659000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.658000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.657000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.656000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.655000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.654000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.653000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.652000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.651000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.650000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.649000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.648000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.647000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.646000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.645000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.644000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.643000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.642000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.641000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.640000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.639000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.638000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.637000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.636000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.635000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.634000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.633000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.632000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.631000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.630000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.629000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.628000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.627000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.626000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.625000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.624000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.623000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.622000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.621000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.620000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.619000e+01          -nan          -nan          -nan          -nan          -nan          -nan
 -1.618000e+01          -nan          -nan          -nan          -nan          -nan          -nan
