

Print Kelvin functions computed by series expansions
                      x                 ber(x)                 bei(x)                 ker(x)                 kei(x)                ber'(x)                bei'(x)                ker'(x)                kei'(x)
  1.980000000000000e+01  5.514251881333684e+04  9.330257473963343e+04 -6.018672138452530e-08 -2.242522896267474e-07 -2.841071754492123e+04  1.026028372709150e+05 -1.145963324233890e-07  2.071210474241525e-07
  1.990000000000000e+01  5.182558270880518e+04  1.038071659639922e+05 -6.955815479159355e-08 -2.028900780715048e-07 -3.809510059616106e+04  1.074301226022506e+05 -9.743962436914444e-08  1.999105734284967e-07
  2.000000000000000e+01  4.748937026506096e+04  1.147751973600648e+05 -8.067581802606583e-08 -1.822045305743814e-07 -4.880319784717161e+04  1.118550252234960e+05 -7.283233571797609e-08  1.915759639814496e-07



Print Kelvin functions computed by series expansions
                      x                 ber(x)                 bei(x)
  0.000000000000000e+00  1.000000000000000e+00  0.000000000000000e+00
  1.000000000000000e-01  9.999984375000571e-01  2.499999565972203e-03
  2.000000000000000e-01  9.999750000173504e-01  9.999972222229063e-03
  3.000000000000000e-01  9.998734379449354e-01  2.249968359415022e-02
  4.000000000000000e-01  9.996000044444260e-01  3.999822222933291e-02
  5.000000000000000e-01  9.990234639908275e-01  6.249321838219880e-02
  6.000000000000001e-01  9.979751139052141e-01  8.997975041005969e-02
  7.000000000000001e-01  9.962488284440595e-01  1.224489389816125e-01
  8.000000000000000e-01  9.936011377454040e-01  1.598862295038927e-01
  9.000000000000000e-01  9.897513566595835e-01  2.022693634894683e-01
  1.000000000000000e+00  9.843817812130764e-01  2.495660400366571e-01
  1.100000000000000e+00  9.771379731639839e-01  3.017312692062627e-01
  1.200000000000000e+00  9.676291558011232e-01  3.587044198731470e-01
  1.300000000000000e+00  9.554287468083905e-01  4.204059656340957e-01
  1.400000000000000e+00  9.400750566527147e-01  4.867339335889030e-01
  1.500000000000000e+00  9.210721835462460e-01  5.575600623030808e-01
  1.600000000000000e+00  8.978911385676958e-01  6.327256770313914e-01
  1.700000000000000e+00  8.699712369877483e-01  7.120372923542120e-01
  1.800000000000000e+00  8.367217942101519e-01  7.952619547756500e-01
  1.900000000000000e+00  7.975241669915134e-01  8.821223405745002e-01
  2.000000000000000e+00  7.517341827138005e-01  9.722916273066509e-01
  2.100000000000000e+00  6.986850014256279e-01  1.065388160849275e+00
  2.200000000000000e+00  6.376904571095461e-01  1.160969943770210e+00
  2.300000000000000e+00  5.680489261370897e-01  1.258528975115804e+00
  2.400000000000000e+00  4.890477721018206e-01  1.357485476450260e+00
  2.500000000000000e+00  3.999684171295272e-01  1.457182044159789e+00
  2.600000000000000e+00  3.000920903067845e-01  1.556877773663295e+00
  2.700000000000000e+00  1.887063039926064e-01  1.655742407252068e+00
  2.800000000000000e+00  6.511210842734563e-02  1.752850563814420e+00
  2.900000000000000e+00 -7.136782583144434e-02  1.847176115683234e+00
  3.000000000000000e+00 -2.213802495986913e-01  1.937586785266022e+00
  3.100000000000000e+00 -3.855314549772770e-01  2.022839041963712e+00
  3.200000000000000e+00 -5.643764304845610e-01  2.101573388135229e+00
  3.300000000000000e+00 -7.584070120727768e-01  2.172310131492438e+00
  3.400000000000000e+00 -9.680389953149671e-01  2.233445750279018e+00
  3.500000000000000e+00 -1.193598179589915e+00  2.283249966853891e+00
  3.600000000000000e+00 -1.435305321718833e+00  2.319863654812640e+00
  3.700000000000000e+00 -1.693259984269582e+00  2.341297714476518e+00
  3.800000000000000e+00 -1.967423272739400e+00  2.345433061385506e+00
  3.900000000000000e+00 -2.257599466142964e+00  2.330021882265051e+00
  4.000000000000000e+00 -2.563416557258553e+00  2.292690322699277e+00
  4.100000000000001e+00 -2.884305732008821e+00  2.230942780326942e+00
  4.200000000000000e+00 -3.219479832260906e+00  2.142167986657000e+00
  4.300000000000000e+00 -3.567910862806184e+00  2.023647069440151e+00
  4.400000000000000e+00 -3.928306621502049e+00  1.872563795777935e+00
  4.500000000000000e+00 -4.299086551599713e+00  1.686017203632121e+00
  4.600000000000001e+00 -4.678356937208935e+00  1.461036835928019e+00
  4.700000000000000e+00 -5.063885586719452e+00  1.194600796822291e+00
  4.800000000000001e+00 -5.453076174855405e+00  8.836568537071433e-01
  4.900000000000000e+00 -5.842942441915569e+00  5.251468109088220e-01
  5.000000000000000e+00 -6.230082478666294e+00  1.160343815502004e-01
  5.100000000000001e+00 -6.610653357304503e+00 -3.466632175912440e-01
  5.200000000000000e+00 -6.980346402874806e+00 -8.658397274844206e-01
  5.300000000000001e+00 -7.334363435462885e+00 -1.444260150604908e+00
  5.400000000000000e+00 -7.667394351327320e+00 -2.084516693093642e+00
  5.500000000000000e+00 -7.973596450774334e+00 -2.788980154734033e+00
  5.600000000000001e+00 -8.246575961893040e+00 -3.559746593355698e+00
  5.700000000000000e+00 -8.479372252085115e+00 -4.398579111649290e+00
  5.800000000000001e+00 -8.664445263435820e+00 -5.306844640335170e+00
  5.900000000000000e+00 -8.793666753132289e+00 -6.285445622573246e+00
  6.000000000000000e+00 -8.858315966044946e+00 -7.334746540847886e+00
  6.100000000000001e+00 -8.849080412899230e+00 -8.454495269728628e+00
  6.200000000000000e+00 -8.756062473778270e+00 -9.643739286319194e+00
  6.300000000000001e+00 -8.568792592550219e+00 -1.090073682528460e+01
  6.400000000000000e+00 -8.276249872685870e+00 -1.222286312750613e+01
  6.500000000000000e+00 -7.866890928232963e+00 -1.360651200106246e+01
  6.600000000000001e+00 -7.328687884785415e+00 -1.504699299076148e+01
  6.700000000000000e+00 -6.649176463396206e+00 -1.653842453822029e+01
  6.800000000000001e+00 -5.815515114723325e+00 -1.807362360884765e+01
  6.900000000000000e+00 -4.814556200379395e+00 -1.964399236532556e+01
  7.000000000000000e+00 -3.632930242507877e+00 -2.123940257957197e+01
  7.100000000000001e+00 -2.257144279974187e+00 -2.284807859689319e+01
  7.200000000000000e+00 -6.736953790976548e-01 -2.445647979724464e+01
  7.300000000000001e+00  1.130799652671516e+00 -2.604918363926900e+01
  7.400000000000000e+00  3.169457311623654e+00 -2.760877052304815e+01
  7.500000000000000e+00  5.454962184384287e+00 -2.911571186716767e+01
  7.600000000000001e+00  7.999382494360527e+00 -3.054826296450799e+01
  7.700000000000000e+00  1.081396547597413e+01 -3.188236235878585e+01
  7.800000000000001e+00  1.390891171092531e+01 -3.309153966976468e+01
  7.900000000000000e+00  1.729312764527694e+01 -3.414683398857322e+01
  8.000000000000000e+00  2.097395561073001e+01 -3.501672516488117e+01
  8.100000000000000e+00  2.495688079993327e+01 -3.566708051375474e+01
  8.200000000000001e+00  2.924521479594601e+01 -3.606111968061951e+01
  8.300000000000001e+00  3.383975543199821e+01 -3.615940061643553e+01
  8.400000000000000e+00  3.873842296143575e+01 -3.591982983023891e+01
  8.500000000000000e+00  4.393587275118500e+01 -3.529770030065909e+01
  8.600000000000000e+00  4.942308497717880e+01 -3.424576063964169e+01
  8.700000000000001e+00  5.518693209889966e+01 -3.271431930784745e+01
  8.800000000000001e+00  6.120972522438308e+01 -3.065138787920046e+01
  8.900000000000000e+00  6.746874084848437e+01 -2.800286753863328e+01
  9.000000000000000e+00  7.393572985761544e+01 -2.471278316867801e+01
  9.100000000000000e+00  8.057641114503949e+01 -2.072356953327349e+01
  9.200000000000001e+00  8.734995267350475e+01 -1.597641419671202e+01
  9.300000000000001e+00  9.420844335762122e+01 -1.041166191736494e+01
  9.400000000000000e+00  1.010963597177778e+02 -3.969285324602254e+00
  9.500000000000000e+00  1.079500318810788e+02  3.410573282289709e+00
  9.600000000000001e+00  1.146971141729013e+02  1.178698418832772e+01
  9.700000000000001e+00  1.212560662549561e+02  2.121753180987274e+01
  9.800000000000001e+00  1.275356515214040e+02  3.175753089606774e+01
  9.900000000000000e+00  1.334344602623155e+02  4.345915293258339e+01
  1.000000000000000e+01  1.388404659416312e+02  5.637045855390596e+01
  1.010000000000000e+01  1.436306238121354e+02  7.053433210852680e+01
  1.020000000000000e+01  1.476705219994169e+02  8.598731494758400e+01
  1.030000000000000e+01  1.508140961261153e+02  1.027583345302507e+02
  1.040000000000000e+01  1.529034195117508e+02  1.208673270672416e+02
  1.050000000000000e+01  1.537685819659989e+02  1.403237521662365e+02
  1.060000000000000e+01  1.532276711870759e+02  1.611249988089174e+02
  1.070000000000000e+01  1.510868717735593e+02  1.832546829879156e+02
  1.080000000000000e+01  1.471406978477665e+02  2.066808384725408e+02
  1.090000000000000e+01  1.411723762607087e+02  2.313540034637552e+02
  1.100000000000000e+01  1.329543982901630e+02  2.572052073505165e+02
  1.110000000000000e+01  1.222492586405430e+02  2.841438633998518e+02
  1.120000000000000e+01  1.088104013904531e+02  3.120555750100588e+02
  1.130000000000000e+01  9.238339329376092e+01  3.407998651377914e+02
  1.140000000000000e+01  7.270734550379586e+01  3.702078406822363e+02
  1.150000000000000e+01  4.951660533700667e+01  4.000798059789831e+02
  1.160000000000000e+01  2.254274009947039e+01  4.301828421271477e+02
  1.170000000000000e+01 -8.483164757472078e+00  4.602483716491774e+02
  1.180000000000000e+01 -4.382787083403486e+01  4.899697309652015e+02
  1.190000000000000e+01 -8.375299317969720e+01  5.189997763525738e+02
  1.200000000000000e+01 -1.285116261565371e+02  5.469485524542416e+02
  1.210000000000000e+01 -1.783445677307963e+02  5.733810559917978e+02
  1.220000000000000e+01 -2.334761221688029e+02  5.978151311233237e+02
  1.230000000000000e+01 -2.941094624784301e+02  6.197195368517039e+02
  1.240000000000000e+01 -3.604215356912237e+02  6.385122310222802e+02
  1.250000000000000e+01 -4.325574962623332e+02  6.535589197316355e+02
  1.260000000000000e+01 -5.106246555156451e+02  6.641719253804956e+02
  1.270000000000000e+01 -5.946859382216292e+02  6.696094311165782e+02
  1.280000000000000e+01 -6.847528411077109e+02  6.690751639969510e+02
  1.290000000000000e+01 -7.807778924081558e+02  6.617185838172537e+02
  1.300000000000000e+01 -8.826466165061289e+02  6.466356491651337e+02
  1.310000000000000e+01 -9.901690133470505e+02  6.228702368090674e+02
  1.320000000000000e+01 -1.103070568652295e+03  5.894162949765918e+02
  1.330000000000000e+01 -1.220982818076591e+03  5.452208153463771e+02
  1.340000000000000e+01 -1.343433496370264e+03  4.891877126074899e+02
  1.350000000000000e+01 -1.469836311365606e+03  4.201827041499049e+02
  1.360000000000000e+01 -1.599480392238688e+03  3.370392857587750e+02
  1.370000000000000e+01 -1.731519472033178e+03  2.385659019976700e+02
  1.380000000000000e+01 -1.864960875896102e+03  1.235544121820556e+02
  1.390000000000000e+01 -1.998654398885086e+03 -9.210045646570146e+00
  1.400000000000000e+01 -2.131281170574855e+03 -1.609376896524826e+02
  1.410000000000000e+01 -2.261342618020656e+03 -3.328211252212102e+02
  1.420000000000000e+01 -2.387149653922103e+03 -5.260206705985720e+02
  1.430000000000000e+01 -2.506812233056944e+03 -7.416478782930905e+02
  1.440000000000000e+01 -2.618229437190710e+03 -9.807471573732261e+02
  1.450000000000000e+01 -2.719080266674711e+03 -1.244275407338019e+03
  1.460000000000000e+01 -2.806815335762627e+03 -1.533079581514311e+03
  1.470000000000000e+01 -2.878649688232659e+03 -1.847872107112126e+03
  1.480000000000000e+01 -2.931556970104268e+03 -2.189204100341810e+03
  1.490000000000000e+01 -2.962265216974743e+03 -2.557436328547553e+03
  1.500000000000000e+01 -2.967254534635098e+03 -2.952707887344078e+03
  1.510000000000000e+01 -2.942756973000988e+03 -3.374902579450574e+03
  1.520000000000000e+01 -2.884758914825274e+03 -3.823613003502667e+03
  1.530000000000000e+01 -2.789006321935997e+03 -4.298102385789469e+03
  1.540000000000000e+01 -2.651013202623022e+03 -4.797264215805290e+03
  1.550000000000000e+01 -2.466073684006493e+03 -5.319579777924198e+03
  1.560000000000000e+01 -2.229278092455088e+03 -5.863073706580051e+03
  1.570000000000000e+01 -1.935533463039635e+03 -6.425267731248480e+03
  1.580000000000000e+01 -1.579588915231730e+03 -7.003132820442104e+03
  1.590000000000000e+01 -1.156066346169061e+03 -7.593039980989672e+03
  1.600000000000000e+01 -6.594969043585440e+02 -8.190710020205507e+03
  1.610000000000000e+01 -8.436371517404321e+01 -8.791162634261515e+03
  1.620000000000000e+01  5.748486656070302e+02 -9.388665246222094e+03
  1.630000000000000e+01  1.323597593274004e+03 -9.976682081830244e+03
  1.640000000000000e+01  2.167217997795924e+03 -1.054782404022470e+04
  1.650000000000000e+01  3.110849906267110e+03 -1.109379999028077e+04
  1.660000000000000e+01  4.159357376599709e+03 -1.160537020108365e+04
  1.670000000000000e+01  5.317238417509791e+03 -1.207230269700125e+04
  1.680000000000000e+01  6.588525500186521e+03 -1.248333341368520e+04
  1.690000000000000e+01  7.976676305879147e+03 -1.282613112078557e+04
  1.700000000000000e+01  9.484454401869292e+03 -1.308726816981922e+04
  1.710000000000000e+01  1.111379959677048e+04 -1.325219822101244e+04
  1.720000000000000e+01  1.286568779573564e+04 -1.330524220043771e+04
  1.730000000000000e+01  1.473998025787943e+04 -1.322958383772251e+04
  1.740000000000000e+01  1.673526225296100e+04 -1.300727623418694e+04
  1.750000000000000e+01  1.884867122308154e+04 -1.261926101055485e+04
  1.760000000000000e+01  2.107571467874560e+04 -1.204540168129422e+04
  1.770000000000000e+01  2.341007819804727e+04 -1.126453299798360e+04
  1.780000000000000e+01  2.584342405385659e+04 -1.025452809548351e+04
  1.790000000000000e+01  2.836518116754126e+04 -8.992385360621020e+03
  1.800000000000000e+01  3.096232727977348e+04 -7.454337021846177e+03
  1.810000000000000e+01  3.361916444003375e+04 -5.615981528055918e+03
  1.820000000000000e+01  3.631708914719679e+04 -3.452441843414080e+03
  1.830000000000000e+01  3.903435872454671e+04 -9.385518303392665e+02
  1.840000000000000e+01  4.174585578414924e+04  1.950927077614838e+03
  1.850000000000000e+01  4.442285292788718e+04  5.241056700049151e+03
  1.860000000000000e+01  4.703278014575288e+04  8.956438228272569e+03
  1.870000000000000e+01  4.953899770594660e+04  1.312089146942921e+04
  1.880000000000000e+01  5.190057768563250e+04  1.775709510922475e+04
  1.890000000000000e+01  5.407209766513679e+04  2.288618597878031e+04
  1.900000000000000e+01  5.600345050097304e+04  2.852731543817725e+04
  1.910000000000000e+01  5.763967450305407e+04  3.469716115441389e+04
  1.920000000000000e+01  5.892080876710485e+04  4.140939275888351e+04
  1.930000000000000e+01  5.978177885254427e+04  4.867409012302981e+04
  1.940000000000000e+01  6.015231844641154e+04  5.649711329481093e+04
  1.950000000000000e+01  5.995693311223330e+04  6.487942349727907e+04
  1.960000000000000e+01  5.911491268552849e+04  7.381635500833759e+04
  1.970000000000000e+01  5.754039934077288e+04  8.329683822188625e+04
  1.980000000000000e+01  5.514251881333752e+04  9.330257473963242e+04
  1.990000000000000e+01  5.182558270880605e+04  1.038071659639909e+05
  2.000000000000000e+01  4.748937026506069e+04  1.147751973600662e+05

  1.000000000000000e+01  1.388402701653341e+02  5.637037606728063e+01  5.947768910873434e+01 -1.318788447302175e+02     (9.999999998270632e-01,0.000000000000000e+00)
  1.010000000000000e+01  1.436304373004276e+02  7.053426867662429e+01  7.328839357674063e+01 -1.360568811067886e+02    (1.000000000094967e+00,-2.856829772746039e-10)
  1.020000000000000e+01  1.476703453413859e+02  8.598726850750626e+01  8.832346603666602e+01 -1.394766056702892e+02    (9.999999998533282e-01,-3.091195632798360e-10)
  1.030000000000000e+01  1.508139296874793e+02  1.027583031590766e+02  1.046075587239633e+02 -1.419962032425192e+02    (1.000000000204472e+00,-1.664800519662890e-10)
  1.040000000000000e+01  1.529032635058321e+02  1.208673089635517e+02  1.221563902580154e+02 -1.434625525073459e+02    (1.000000000166489e+00,-6.303613186986468e-11)
  1.050000000000000e+01  1.537684364731164e+02  1.403237456507543e+02  1.409753036465043e+02 -1.437111337210221e+02    (1.000000000253365e+00,-1.272845162603176e-10)
  1.060000000000000e+01  1.532275361553595e+02  1.611250023398661e+02  1.610577203449095e+02 -1.425660376326316e+02    (9.999999999903109e-01,-1.713290065374906e-10)
  1.070000000000000e+01  1.510867470882299e+02  1.832546951080334e+02  1.823834909892081e+02 -1.398400902214183e+02    (9.999999998864628e-01,-2.161815726431371e-10)
  1.080000000000000e+01  1.471405832922751e+02  2.066808578613303e+02  2.049171440406118e+02 -1.353351087942887e+02    (1.000000000480053e+00,-1.309211627997797e-10)
  1.090000000000000e+01  1.411722715490171e+02  2.313540289142192e+02  2.286060357972142e+02 -1.288423059111854e+02    (9.999999999684905e-01,-8.808892504319488e-11)
  1.100000000000000e+01  1.329543030793324e+02  2.572052377650809e+02  2.533784056845218e+02 -1.201428585032267e+02    (9.999999998593896e-01,-2.666913911930635e-10)
  1.110000000000000e+01  1.222491725376692e+02  2.841438977966598e+02  2.791413429074894e+02 -1.090086604063643e+02     (9.999999989865813e-01,5.382316814461774e-10)
  1.120000000000000e+01  1.088103239761168e+02  3.120556124836783e+02  3.057786721879827e+02 -9.520327735866290e+01     (9.999999989267778e-01,0.000000000000000e+00)
  1.130000000000000e+01  9.238332411810084e+01  3.407999048902560e+02  3.331487680267966e+02 -7.848312411571197e+01    (1.000000000939085e+00,-1.826432338702944e-10)
  1.140000000000000e+01  7.270728409882899e+01  3.702078820047560e+02  3.610823094844367e+02 -5.859888415461829e+01     (9.999999991611429e-01,9.212974827477183e-11)
  1.150000000000000e+01  4.951655122376596e+01  4.000798482464018e+02  3.893799893530547e+02 -3.529719273901046e+01     (1.000000001140316e+00,9.293787961439648e-11)
  1.160000000000000e+01  2.254269279451120e+01  4.301828847982456e+02  4.178101943657008e+02 -8.322604606969435e+00     (1.000000000817862e+00,4.687302768147106e-10)
  1.170000000000000e+01 -8.483205737840223e+00  4.602484142426949e+02  4.461066757379629e+02  2.258013226269088e+01     (9.999999986562477e-01,1.158289131275581e-09)
  1.180000000000000e+01 -4.382790596742973e+01  4.899697730736058e+02  4.739662321672307e+02  5.766347543160644e+01    (1.000000000433180e+00,-3.814494275999891e-10)
  1.190000000000000e+01 -8.375302293449710e+01  5.189998176299472e+02  5.010464306773430e+02  9.717413797801291e+01     (1.000000003226166e+00,0.000000000000000e+00)
  1.200000000000000e+01 -1.285116509885814e+02  5.469485926110528e+02  5.269633938449064e+02  1.413497689447214e+02     (9.999999971682310e-01,7.758294562343337e-10)
  1.210000000000000e+01 -1.783445880793144e+02  5.733810947924903e+02  5.512896855334316e+02  1.904152441478157e+02     (1.000000000161640e+00,7.822946734847847e-10)
  1.220000000000000e+01 -2.334761384586353e+02  5.978151683733172e+02  5.735523309167547e+02  2.445785482853843e+02     (9.999999977888945e-01,1.577519948003925e-09)
  1.230000000000000e+01 -2.941094751135117e+02  6.197195724012183e+02  5.932310104116636e+02  3.040262307245603e+02     (1.000000000465506e+00,1.590450438015978e-09)
  1.240000000000000e+01 -3.604215450550680e+02  6.385122647590396e+02  6.097564711860024e+02  3.689184189914653e+02    (9.999999981897398e-01,-4.008452458847955e-10)
  1.250000000000000e+01 -4.325575027171320e+02  6.535589515767389e+02  6.225092040313284e+02  4.393833762845882e+02     (9.999999940487498e-01,4.040778267544454e-10)
  1.260000000000000e+01 -5.106246594005205e+02  6.641719552854451e+02  6.308184376841303e+02  5.155115919006292e+02     (1.000000002909369e+00,0.000000000000000e+00)
  1.270000000000000e+01 -5.946859398560948e+02  6.696094590568596e+02  6.339615070415508e+02  5.973493966128276e+02     (1.000000002605503e+00,7.389775735777704e-09)
  1.280000000000000e+01 -6.847528407876669e+02  6.690751899714986e+02  6.311636561562800e+02  6.848920987508300e+02    (9.999999905995414e-01,-4.137757192435032e-09)
  1.290000000000000e+01 -7.807778904075171e+02  6.617186078443709e+02  6.215983413466697e+02  7.780766409325661e+02     (9.999999968966906e-01,1.668033322577145e-09)
  1.300000000000000e+01 -8.826466130772103e+02  6.466356712796228e+02  6.043881042134799e+02  8.767737823423848e+02     (9.999999969096210e-01,6.723855361379094e-09)
  1.310000000000000e+01 -9.901690087203715e+02  6.228702570597600e+02  5.786060887325298e+02  9.807798169628808e+02     (9.999999983578363e-01,6.775577432449609e-09)
  1.320000000000000e+01 -1.103070563039554e+03  5.894163134234515e+02  5.432782808594795e+02  1.089807844430767e+03    (1.000000004926526e+00,-1.536142352209779e-08)
  1.330000000000000e+01 -1.220982811669024e+03  5.452208320587939e+02  4.973865531830263e+02  1.203478617200968e+03    (1.000000001280127e+00,-3.439510676273017e-09)
  1.340000000000000e+01 -1.343433489340353e+03  4.891877276621594e+02  4.398726009928371e+02  1.321310995462518e+03     (9.999999918408686e-01,0.000000000000000e+00)
  1.350000000000000e+01 -1.469836303868006e+03  4.201827176290747e+02  3.696428596720180e+02  1.442712049878051e+03     (9.999999870824479e-01,6.982465272642457e-09)
  1.360000000000000e+01 -1.599480384410818e+03  3.370392977485972e+02  2.855744964372316e+02  1.566966861657037e+03     (1.000000004874804e+00,3.517093616345335e-09)
  1.370000000000000e+01 -1.731519463997387e+03  2.385659125870573e+02  1.865225720802486e+02  1.693228079808744e+03     (9.999999867203941e-01,7.085909192738882e-09)
  1.380000000000000e+01 -1.864960867759462e+03  1.235544214611688e+02  7.132847040739989e+01  1.820505306658821e+03    (1.000000027813495e+00,-8.922038885472716e-09)
  1.390000000000000e+01 -1.998654390740835e+03 -9.210037587272041e+00 -6.117030560524563e+01  1.947654394858161e+03    (1.000000014550044e+00,-5.841349404178686e-09)
  1.400000000000000e+01 -2.131281162503412e+03 -1.609376827231780e+02 -2.121288713943723e+02  2.073366752202860e+03     (9.999999457048760e-01,7.241075072883518e-09)
  1.410000000000000e+01 -2.261342610090448e+03 -3.328211193335929e+02 -3.826821330190550e+02  2.196158764592883e+03     (9.999999818068075e-01,1.458559401035231e-08)
  1.420000000000000e+01 -2.387149646191033e+03 -5.260206656661708e+02 -5.739302963921017e+02  2.314361462396596e+03     (9.999999822205832e-01,7.344518992979943e-09)
  1.430000000000000e+01 -2.506812225572818e+03 -7.416478742322153e+02 -7.869226186511676e+02  2.426110571334120e+03    (9.999999047928020e-01,-7.396240953028155e-09)
  1.440000000000000e+01 -2.618229429992336e+03 -9.807471541032414e+02 -1.022639310895255e+03  2.529337105714460e+03    (1.000000041080179e+00,-1.489592582615273e-08)
  1.450000000000000e+01 -2.719080259792751e+03 -1.244275404781773e+03 -1.281971507136729e+03  2.621758679420450e+03     (9.999999875996677e-01,1.499936980176031e-08)
  1.460000000000000e+01 -2.806815329220384e+03 -1.533079579598396e+03 -1.565699221655266e+03  2.700871728370572e+03     (1.000000005495467e+00,0.000000000000000e+00)
  1.470000000000000e+01 -2.878649682047011e+03 -1.847872105766899e+03 -1.874467226144776e+03  2.763944857226017e+03    (1.000000087629947e+00,-3.041251517288401e-08)
  1.480000000000000e+01 -2.931556964286263e+03 -2.189204099501773e+03 -2.208758789303188e+03  2.808013542760659e+03    (1.000000019977617e+00,-7.654850775473676e-08)
  1.490000000000000e+01 -2.962265211530307e+03 -2.557436328151332e+03 -2.568867235019778e+03  2.829876446462276e+03    (9.999999004998787e-01,-1.541314548214601e-08)
  1.500000000000000e+01 -2.967254529565737e+03 -2.952707887334445e+03 -2.954865291245495e+03  2.826093609446386e+03     (1.000000167074885e+00,7.758294706672331e-08)
  1.510000000000000e+01 -2.942756968304331e+03 -3.374902579774478e+03 -3.366572220192950e+03  2.792986823487841e+03     (1.000000064044732e+00,9.372020004505544e-08)
  1.520000000000000e+01 -2.884758910495666e+03 -3.823613004111071e+03 -3.803518741893278e+03  2.726642492723829e+03     (1.000000072527134e+00,1.257878181615268e-07)
  1.530000000000000e+01 -2.789006317965015e+03 -4.298102386637295e+03 -4.264909787533591e+03  2.622917321145799e+03     (1.000000180729484e+00,1.582692120694063e-07)
  1.540000000000000e+01 -2.651013198999918e+03 -4.797264216851407e+03 -4.749585146605733e+03  2.477447181141602e+03     (9.999999326709410e-01,6.372146049704597e-08)
  1.550000000000000e+01 -2.466073680718609e+03 -5.319579779131238e+03 -5.255978102899287e+03  2.285659537798057e+03    (9.999995536523836e-01,-1.282704724658856e-07)
  1.560000000000000e+01 -2.229278089488250e+03 -5.863073707914187e+03 -5.782072188953351e+03  2.042789822131633e+03     (1.000000006323019e+00,1.290980239376793e-07)
  1.570000000000000e+01 -1.935533460378560e+03 -6.425267732679325e+03 -6.325356226910898e+03  1.743902163541427e+03     (9.999997348861480e-01,2.598511506524126e-07)
  1.580000000000000e+01 -1.579588912860207e+03 -7.003132821942471e+03 -6.882777865954317e+03  1.383914907202678e+03     (9.999997175075677e-01,3.268828169811222e-07)
  1.590000000000000e+01 -1.156066344070297e+03 -7.593039982535452e+03 -7.450695872781509e+03  9.576313554329836e+02    (1.000000127973080e+00,-1.315806782420381e-07)
  1.600000000000000e+01 -6.594969025154655e+02 -8.190710021775532e+03 -8.024831482026055e+03  4.597761828161856e+02    (1.000000939801038e+00,-2.979185166340770e-07)
  1.610000000000000e+01 -8.436371356945347e+01 -8.791162635837207e+03 -8.600219168227801e+03 -1.149620174237625e+02     (9.999998309338365e-01,2.747987984386135e-07)
  1.620000000000000e+01  5.748486669903582e+02 -9.388665247787434e+03 -9.171157259983223e+03 -7.718815941749435e+02    (1.000000752360638e+00,-1.675791656552406e-07)
  1.630000000000000e+01  1.323597594453025e+03 -9.976682083371517e+03 -9.731158880277982e+03 -1.516211644704071e+03    (1.000001360610943e+00,-3.372272099344542e-07)
  1.640000000000000e+01  2.167217998787144e+03 -1.054782404173027e+04 -1.027290376471186e+04 -2.353048309591724e+03    (1.000000168523100e+00,-4.071553061923971e-07)
  1.650000000000000e+01  3.110849907086821e+03 -1.109379999174092e+04 -1.078819158131357e+04 -3.287283109662464e+03     (1.000000269484375e+00,2.730919736460002e-07)
  1.660000000000000e+01  4.159357377263354e+03 -1.160537020249050e+04 -1.126789745179228e+04 -4.323522894503745e+03    (9.999996819228560e-01,-5.494941530126418e-07)
  1.670000000000000e+01  5.317238418032469e+03 -1.207230269834844e+04 -1.170193045421709e+04 -5.466000995262434e+03     (9.999968268704041e-01,2.764021793666416e-07)
  1.680000000000000e+01  6.588525500582412e+03 -1.248333341496803e+04 -1.207919597101442e+04 -6.718479205097456e+03     (1.000000761049928e+00,0.000000000000000e+00)
  1.690000000000000e+01  7.976676306161815e+03 -1.282613112200021e+04 -1.238756283351301e+04 -8.084140249752810e+03     (9.999986292774303e-01,0.000000000000000e+00)
  1.700000000000000e+01  9.484454402051484e+03 -1.308726817096343e+04 -1.261383630465714e+04 -9.565470459032786e+03    (1.000000592229435e+00,-2.813674879753592e-07)
  1.710000000000000e+01  1.111379959686420e+04 -1.325219822208479e+04 -1.274373803446121e+04 -1.116413240837236e+04     (1.000003437351270e+00,1.415112954372688e-06)
  1.720000000000000e+01  1.286568779575219e+04 -1.330524220143770e+04 -1.276189421771821e+04 -1.288082736908046e+04    (9.999987219631911e-01,-1.138710775006047e-06)
  1.730000000000000e+01  1.473998025782915e+04 -1.322958383865028e+04 -1.265183327970676e+04 -1.471514748710490e+04     (1.000000684915196e+00,4.008659152787697e-06)
  1.740000000000000e+01  1.673526225285358e+04 -1.300727623504345e+04 -1.239599451236928e+04 -1.666541770422346e+04     (1.000003998431143e+00,5.759757989443060e-07)
  1.750000000000000e+01  1.884867122292567e+04 -1.261926101134149e+04 -1.197574917972664e+04 -1.872852754333117e+04    (1.000002313536420e+00,-4.055002033154231e-06)
  1.760000000000000e+01  2.107571467854952e+04 -1.204540168201306e+04 -1.137143570609641e+04 -2.089975300187481e+04     (1.000003091434770e+00,0.000000000000000e+00)
  1.770000000000000e+01  2.341007819781842e+04 -1.126453299863699e+04 -1.056241065279508e+04 -2.317256893536559e+04     (9.999899168159191e-01,0.000000000000000e+00)
  1.780000000000000e+01  2.584342405360172e+04 -1.025452809607405e+04 -9.527117277071637e+03 -2.553845246715825e+04     (9.999948821245311e-01,0.000000000000000e+00)
