                      s                     f1                     f2                  delta                   frac
       13.4000000000000      0.999907884021423      0.999907884021423       0.00000000000000       0.00000000000000
       13.6000000000000      0.999919781883283      0.999919781883283   2.22044604925031e-16   2.22062418354025e-16
       13.8000000000000      0.999930144761943      0.999930144761943       0.00000000000000       0.00000000000000
       14.0000000000000      0.999939170345980      0.999939170345980       0.00000000000000       0.00000000000000
       14.2000000000000      0.999947030931125      0.999947030931125       0.00000000000000       0.00000000000000
       14.4000000000000      0.999953876668856      0.999953876668856       0.00000000000000       0.00000000000000
       14.6000000000000      0.999959838401933      0.999959838401933       0.00000000000000       0.00000000000000
       14.8000000000000      0.999965030138894      0.999965030138894       0.00000000000000       0.00000000000000
       15.0000000000000      0.999969551213099      0.999969551213099       0.00000000000000       0.00000000000000
       15.2000000000000      0.999973488166192      0.999973488166192       0.00000000000000       0.00000000000000
       15.4000000000000      0.999976916390916      0.999976916390916       0.00000000000000       0.00000000000000
       15.6000000000000      0.999979901563812      0.999979901563812       0.00000000000000       0.00000000000000
       15.8000000000000      0.999982500894501      0.999982500894501       0.00000000000000       0.00000000000000
       16.0000000000000      0.999984764214906      0.999984764214906       0.00000000000000       0.00000000000000
       16.2000000000000      0.999986734928801      0.999986734928801  -2.22044604925031e-16  -2.22047550401597e-16
       16.4000000000000      0.999988450839515      0.999988450839515   2.22044604925031e-16   2.22047169383426e-16
       16.6000000000000      0.999989944871353      0.999989944871353       0.00000000000000       0.00000000000000
       16.8000000000000      0.999991245698324      0.999991245698324   2.22044604925031e-16   2.22046548787505e-16
       17.0000000000000      0.999992378292041      0.999992378292041       0.00000000000000       0.00000000000000
       17.2000000000000      0.999993364399140      0.999993364399140       0.00000000000000       0.00000000000000
       17.4000000000000      0.999994222957269      0.999994222957269   2.22044604925031e-16   2.22045887693613e-16
       17.6000000000000      0.999994970457509      0.999994970457509   2.22044604925031e-16   2.22045721713424e-16
       17.8000000000000      0.999995621260123      0.999995621260123       0.00000000000000       0.00000000000000
       18.0000000000000      0.999996187869610      0.999996187869610   2.22044604925031e-16   2.22045451391245e-16
       18.2000000000000      0.999996681174318      0.999996681174318       0.00000000000000       0.00000000000000
       18.4000000000000      0.999997110655148      0.999997110655148  -2.22044604925031e-16  -2.22045246490321e-16
       18.6000000000000      0.999997484567348      0.999997484567348       0.00000000000000       0.00000000000000
       18.8000000000000      0.999997810098849      0.999997810098849  -2.22044604925031e-16  -2.22045091181832e-16
       19.0000000000000      0.999998093508172      0.999998093508172  -2.22044604925031e-16  -2.22045028252063e-16
       19.2000000000000      0.999998340244525      0.999998340244525       0.00000000000000       0.00000000000000
       19.4000000000000      0.999998555052408      0.999998555052408       0.00000000000000       0.00000000000000
       19.6000000000000      0.999998742062696      0.999998742062696       0.00000000000000       0.00000000000000
       19.8000000000000      0.999998904871968      0.999998904871968       0.00000000000000       0.00000000000000
       20.0000000000000      0.999999046611581      0.999999046611581       0.00000000000000       0.00000000000000
       20.2000000000000      0.999999170007829      0.999999170007829       0.00000000000000       0.00000000000000
       20.4000000000000      0.999999277434313      0.999999277434313       0.00000000000000       0.00000000000000
       20.6000000000000      0.999999370957561      0.999999370957561       0.00000000000000       0.00000000000000
       20.8000000000000      0.999999452376734      0.999999452376734       0.00000000000000       0.00000000000000
       21.0000000000000      0.999999523258216      0.999999523258216       0.00000000000000       0.00000000000000
       21.2000000000000      0.999999584965714      0.999999584965714       0.00000000000000       0.00000000000000
       21.4000000000000      0.999999638686484      0.999999638686484  -2.22044604925031e-16  -2.22044685152777e-16
       21.6000000000000      0.999999685454152      0.999999685454152       0.00000000000000       0.00000000000000
       21.8000000000000      0.999999726168593      0.999999726168593       0.00000000000000       0.00000000000000
       22.0000000000000      0.999999761613231      0.999999761613231  -2.22044604925031e-16  -2.22044657857540e-16
       22.2000000000000      0.999999792470109      0.999999792470109       0.00000000000000       0.00000000000000
       22.4000000000000      0.999999819333007      0.999999819333007       0.00000000000000       0.00000000000000
       22.6000000000000      0.999999842718859      0.999999842718859       0.00000000000000       0.00000000000000
       22.8000000000000      0.999999863077699      0.999999863077699       0.00000000000000       0.00000000000000
       23.0000000000000      0.999999880801318      0.999999880801319  -2.22044604925031e-16  -2.22044631392459e-16
       23.2000000000000      0.999999896230802      0.999999896230802  -2.22044604925031e-16  -2.22044627966424e-16
       23.4000000000000      0.999999909663089      0.999999909663089       0.00000000000000       0.00000000000000
       23.6000000000000      0.999999921356688      0.999999921356688       0.00000000000000       0.00000000000000
       23.8000000000000      0.999999931536649      0.999999931536649       0.00000000000000       0.00000000000000
       24.0000000000000      0.999999940398892      0.999999940398892       0.00000000000000       0.00000000000000
       24.2000000000000      0.999999948113982      0.999999948113982       0.00000000000000       0.00000000000000
       24.4000000000000      0.999999954830406      0.999999954830406       0.00000000000000       0.00000000000000
       24.6000000000000      0.999999960677430      0.999999960677430       0.00000000000000       0.00000000000000
       24.8000000000000      0.999999965767590      0.999999965767590       0.00000000000000       0.00000000000000
       25.0000000000000      0.999999970198857      0.999999970198857  -2.22044604925031e-16  -2.22044611542215e-16
       25.2000000000000      0.999999974056518      0.999999974056518       0.00000000000000       0.00000000000000
       25.4000000000000      0.999999977414823      0.999999977414823       0.00000000000000       0.00000000000000
       25.6000000000000      0.999999980338410      0.999999980338410   2.22044604925031e-16   2.22044609290781e-16
       25.8000000000000      0.999999982883550      0.999999982883550       0.00000000000000       0.00000000000000
       26.0000000000000      0.999999985099232      0.999999985099232       0.00000000000000       0.00000000000000
       26.2000000000000      0.999999987028101      0.999999987028102  -2.22044604925031e-16  -2.22044607805371e-16
       26.4000000000000      0.999999988707285      0.999999988707285       0.00000000000000       0.00000000000000
       26.6000000000000      0.999999990169103      0.999999990169103       0.00000000000000       0.00000000000000
       26.8000000000000      0.999999991441694      0.999999991441694       0.00000000000000       0.00000000000000
       27.0000000000000      0.999999992549551      0.999999992549551       0.00000000000000       0.00000000000000
       27.2000000000000      0.999999993513998      0.999999993513998       0.00000000000000       0.00000000000000
       27.4000000000000      0.999999994353600      0.999999994353600       0.00000000000000       0.00000000000000
       27.6000000000000      0.999999995084518      0.999999995084518       0.00000000000000       0.00000000000000
       27.8000000000000      0.999999995720819      0.999999995720820  -2.22044604925031e-16  -2.22044605875200e-16
       28.0000000000000      0.999999996274753      0.999999996274753       0.00000000000000       0.00000000000000
       28.2000000000000      0.999999996756982      0.999999996756982       0.00000000000000       0.00000000000000
       28.4000000000000      0.999999997176786      0.999999997176786       0.00000000000000       0.00000000000000
       28.6000000000000      0.999999997542248      0.999999997542248       0.00000000000000       0.00000000000000
       28.8000000000000      0.999999997860401      0.999999997860401       0.00000000000000       0.00000000000000
       29.0000000000000      0.999999998137370      0.999999998137370       0.00000000000000       0.00000000000000
       29.2000000000000      0.999999998378485      0.999999998378485       0.00000000000000       0.00000000000000
       29.4000000000000      0.999999998588388      0.999999998588389  -2.22044604925031e-16  -2.22044605238472e-16
       29.6000000000000      0.999999998771120      0.999999998771120  -2.22044604925031e-16  -2.22044605197897e-16
       29.8000000000000      0.999999998930197      0.999999998930197       0.00000000000000       0.00000000000000
       30.0000000000000      0.999999999068682      0.999999999068682       0.00000000000000       0.00000000000000
max(abs(diff)) =    2.13162820728030e-14
max(abs(frac)) =    5.01692426035874e-15
