  s =      1.20000000000000
                      a                     f1                     f2                  delta                   frac
       1.40000000000000       1.70591351975584       1.70591351975584   6.66133814775094e-16   3.90485102005896e-16
       1.60000000000000       1.53012742391874       1.53012742391874       0.00000000000000       0.00000000000000
       1.80000000000000       1.39429779822756       1.39429779822756   4.44089209850063e-16   3.18503845028366e-16
       2.00000000000000       1.28576566568013       1.28576566568013   4.44089209850063e-16   3.45388916272821e-16
       2.20000000000000       1.19675130959956       1.19675130959955   2.22044604925031e-16   1.85539471019530e-16
       2.40000000000000       1.12220619533812       1.12220619533812       0.00000000000000       0.00000000000000
       2.60000000000000       1.05870739762615       1.05870739762615   2.22044604925031e-16   2.09731796927935e-16
       2.80000000000000       1.00384908865094       1.00384908865094  -2.22044604925031e-16  -2.21193212640592e-16
       3.00000000000000      0.955888687986906      0.955888687986906  -3.33066907387547e-16  -3.48436916947917e-16
       3.20000000000000      0.913531445090727      0.913531445090727       0.00000000000000       0.00000000000000
       3.40000000000000      0.875794104795566      0.875794104795566  -2.22044604925031e-16  -2.53535167351763e-16
       3.60000000000000      0.841915701476711      0.841915701476711       0.00000000000000       0.00000000000000
       3.80000000000000      0.811297480614625      0.811297480614625  -1.11022302462516e-16  -1.36845368209953e-16
       4.00000000000000      0.783461401996311      0.783461401996311       0.00000000000000       0.00000000000000
       4.20000000000000      0.758020831593267      0.758020831593267       0.00000000000000       0.00000000000000
       4.40000000000000      0.734659428098798      0.734659428098797   2.22044604925031e-16   3.02241550890667e-16
       4.60000000000000      0.713115661217356      0.713115661217356   1.11022302462516e-16   1.55686249090351e-16
       4.80000000000000      0.693171277340412      0.693171277340412   1.11022302462516e-16   1.60165757139405e-16
       5.00000000000000      0.674642581584295      0.674642581584295  -1.11022302462516e-16  -1.64564623540063e-16
max(abs(diff)) = 1.77635683940025e-15
max(abs(frac)) = 3.90485102005896e-16

  s =      1.80000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       19.6418623407861       19.6418623407861   3.55271367880050e-15   1.80874583945298e-16
      0.400000000000000       6.48565950907973       6.48565950907973  -8.88178419700125e-16  -1.36944965805976e-16
      0.600000000000000       3.61876091219016       3.61876091219016  -8.88178419700125e-16  -2.45437165165625e-16
      0.800000000000000       2.47653135916016       2.47653135916016   4.44089209850063e-16   1.79319033537561e-16
       1.00000000000000       1.88222961810282       1.88222961810282   6.66133814775094e-16   3.53906775437164e-16
       1.20000000000000       1.52237074884376       1.52237074884376       0.00000000000000       0.00000000000000
       1.40000000000000       1.28220196281802       1.28220196281802       0.00000000000000       0.00000000000000
       1.60000000000000       1.11075965816951       1.11075965816951   4.44089209850063e-16   3.99806750797833e-16
       1.80000000000000      0.982230578238228      0.982230578238228       0.00000000000000       0.00000000000000
       2.00000000000000      0.882229618102822      0.882229618102822  -2.22044604925031e-16  -2.51685729393810e-16
       2.20000000000000      0.802136520137753      0.802136520137753       0.00000000000000       0.00000000000000
       2.40000000000000      0.736482383366454      0.736482383366454   2.22044604925031e-16   3.01493436828818e-16
       2.60000000000000      0.681634445940557      0.681634445940557   1.11022302462516e-16   1.62876602149002e-16
       2.80000000000000      0.635086716157335      0.635086716157335   2.22044604925031e-16   3.49628797573562e-16
       3.00000000000000      0.595055029353563      0.595055029353563       0.00000000000000       0.00000000000000
       3.20000000000000      0.560234678616081      0.560234678616080   3.33066907387547e-16   5.94513192596905e-16
       3.40000000000000      0.529649414934667      0.529649414934667   3.33066907387547e-16   6.28844095728174e-16
       3.60000000000000      0.502554079800380      0.502554079800380  -1.11022302462516e-16  -2.20916130074230e-16
       3.80000000000000      0.478369920355913      0.478369920355913       0.00000000000000       0.00000000000000
       4.00000000000000      0.456640480507395      0.456640480507395  -1.11022302462516e-16  -2.43128472401644e-16
       4.20000000000000      0.437000822272293      0.437000822272293   5.55111512312578e-17   1.27027567002309e-16
       4.40000000000000      0.419155604849240      0.419155604849240       0.00000000000000       0.00000000000000
       4.60000000000000      0.402863183970470      0.402863183970470  -5.55111512312578e-17  -1.37791571530961e-16
       4.80000000000000      0.387923886770747      0.387923886770747   1.11022302462516e-16   2.86196097349703e-16
       5.00000000000000      0.374171236084089      0.374171236084089   1.11022302462516e-16   2.96715224891219e-16
max(abs(diff)) = 3.55271367880050e-15
max(abs(frac)) = 6.28844095728174e-16

  s =      2.00000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       26.2673772054238       26.2673772054238   1.06581410364015e-14   4.05755814638424e-16
      0.400000000000000       7.27535659052960       7.27535659052960   8.88178419700125e-16   1.22080396836669e-16
      0.600000000000000       3.63620967090236       3.63620967090236  -8.88178419700125e-16  -2.44259407483429e-16
      0.800000000000000       2.29947413750170       2.29947413750170       0.00000000000000       0.00000000000000
       1.00000000000000       1.64493406684823       1.64493406684823       0.00000000000000       0.00000000000000
       1.20000000000000       1.26737720542378       1.26737720542378  -6.66133814775094e-16  -5.25600280582887e-16
       1.40000000000000       1.02535659052960       1.02535659052960  -2.22044604925031e-16  -2.16553545347912e-16
       1.60000000000000      0.858431893124580      0.858431893124580   1.11022302462516e-16   1.29331521058018e-16
       1.80000000000000      0.736974137501700      0.736974137501700  -1.11022302462516e-16  -1.50646131001116e-16
       2.00000000000000      0.644934066848227      0.644934066848227       0.00000000000000       0.00000000000000
       2.20000000000000      0.572932760979335      0.572932760979335  -3.33066907387547e-16  -5.81336816589478e-16
       2.40000000000000      0.515152508896944      0.515152508896944       0.00000000000000       0.00000000000000
       2.60000000000000      0.467806893124580      0.467806893124580   5.55111512312578e-17   1.18662533723022e-16
       2.80000000000000      0.428332162193058      0.428332162193058   5.55111512312578e-17   1.29598372783965e-16
       3.00000000000000      0.394934066848226      0.394934066848226   1.11022302462516e-16   2.81116043871651e-16
       3.20000000000000      0.366321190731401      0.366321190731401   5.55111512312578e-17   1.51536827887089e-16
       3.40000000000000      0.341541397785833      0.341541397785833   5.55111512312578e-17   1.62531252700636e-16
       3.60000000000000      0.319877899041740      0.319877899041740       0.00000000000000       0.00000000000000
       3.80000000000000      0.300781141784895      0.300781141784895   5.55111512312578e-17   1.84556621142681e-16
       4.00000000000000      0.283822955737115      0.283822955737115   5.55111512312578e-17   1.95583726084066e-16
       4.20000000000000      0.268664940731401      0.268664940731401   5.55111512312578e-17   2.06618515538860e-16
       4.40000000000000      0.255036207474415      0.255036207474415  -5.55111512312578e-17  -2.17659883594476e-16
       4.60000000000000      0.242717405214579      0.242717405214579       0.00000000000000       0.00000000000000
       4.80000000000000      0.231529064222568      0.231529064222568       0.00000000000000       0.00000000000000
       5.00000000000000      0.221322955737115      0.221322955737115   5.55111512312578e-17   2.50815154019510e-16
max(abs(diff)) = 1.06581410364015e-14
max(abs(frac)) = 5.81336816589478e-16

  s =      2.20000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       35.5886924007970       35.5886924007970   1.42108547152020e-14   3.99308144147599e-16
      0.400000000000000       8.35908693497508       8.35908693497508       0.00000000000000       0.00000000000000
      0.600000000000000       3.76636730173800       3.76636730173800       0.00000000000000       0.00000000000000
      0.800000000000000       2.20897867332187       2.20897867332187       0.00000000000000       0.00000000000000
       1.00000000000000       1.49054325650689       1.49054325650689       0.00000000000000       0.00000000000000
       1.20000000000000       1.09545086426661       1.09545086426661   2.22044604925031e-16   2.02697000995739e-16
       1.40000000000000      0.852059222591133      0.852059222591132   2.22044604925031e-16   2.60597619317808e-16
       1.60000000000000      0.689794126048305      0.689794126048305  -1.11022302462516e-16  -1.60949909936956e-16
       1.80000000000000      0.575166872398009      0.575166872398009  -1.11022302462516e-16  -1.93026246451985e-16
       2.00000000000000      0.490543256506893      0.490543256506893   5.55111512312578e-17   1.13162601860123e-16
       2.20000000000000      0.425872736487004      0.425872736487004       0.00000000000000       0.00000000000000
       2.40000000000000      0.375059285780689      0.375059285780688   1.66533453693773e-16   4.44019012479942e-16
       2.60000000000000      0.334215180144774      0.334215180144774       0.00000000000000       0.00000000000000
       2.80000000000000      0.300756521739923      0.300756521739923   5.55111512312578e-17   1.84571729018933e-16
       3.00000000000000      0.272905615682862      0.272905615682862   5.55111512312578e-17   2.03407874522326e-16
       3.20000000000000      0.249403054851726      0.249403054851726   2.77555756156289e-17   1.11288033870034e-16
       3.40000000000000      0.229333881703364      0.229333881703364       0.00000000000000       0.00000000000000
       3.60000000000000      0.212018717394458      0.212018717394458   2.77555756156289e-17   1.30910968412237e-16
       3.80000000000000      0.196943380819286      0.196943380819286  -2.77555756156289e-17  -1.40931751552987e-16
       4.00000000000000      0.183712108820615      0.183712108820615  -5.55111512312578e-17  -3.02163812650268e-16
       4.20000000000000      0.172015691938586      0.172015691938586  -5.55111512312578e-17  -3.22709809818262e-16
       4.40000000000000      0.161609292017940      0.161609292017940   2.77555756156289e-17   1.71744924249454e-16
       4.60000000000000      0.152296696059537      0.152296696059537   2.77555756156289e-17   1.82246735049186e-16
       4.80000000000000      0.143918941199359      0.143918941199359  -8.32667268468867e-17  -5.78566838756438e-16
       5.00000000000000      0.136345966117165      0.136345966117165       0.00000000000000       0.00000000000000
max(abs(diff)) = 1.42108547152020e-14
max(abs(frac)) = 5.78566838756438e-16

  s =      2.40000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       48.5622567624539       48.5622567624539  -7.10542735760100e-15  -1.46315839322661e-16
      0.400000000000000       9.74348250803499       9.74348250803500  -1.77635683940025e-15  -1.82312313686135e-16
      0.600000000000000       3.97662348741639       3.97662348741639  -4.44089209850063e-16  -1.11674945152674e-16
      0.800000000000000       2.16944642892022       2.16944642892022   8.88178419700125e-16   4.09403250460622e-16
       1.00000000000000       1.38334285884074       1.38334285884074       0.00000000000000       0.00000000000000
       1.20000000000000      0.970908294556949      0.970908294556949  -4.44089209850063e-16  -4.57395628752674e-16
       1.40000000000000      0.726608096114912      0.726608096114912   1.11022302462516e-16   1.52795300597583e-16
       1.60000000000000      0.569114585481978      0.569114585481978   2.22044604925031e-16   3.90157993819441e-16
       1.80000000000000      0.461068188383846      0.461068188383846  -5.55111512312578e-17  -1.20396836367822e-16
       2.00000000000000      0.383342858840736      0.383342858840736       0.00000000000000       0.00000000000000
       2.20000000000000      0.325306082907743      0.325306082907743  -5.55111512312578e-17  -1.70642831929463e-16
       2.40000000000000      0.280651374269264      0.280651374269263   5.55111512312578e-17   1.97793976159187e-16
       2.60000000000000      0.245437435351120      0.245437435351120   2.77555756156289e-17   1.13086154016897e-16
       2.80000000000000      0.217092817007373      0.217092817007373       0.00000000000000       0.00000000000000
       3.00000000000000      0.193878288026936      0.193878288026936   8.32667268468867e-17   4.29479379533815e-16
       3.20000000000000      0.174580987991294      0.174580987991294   8.32667268468867e-17   4.76951859448973e-16
       3.40000000000000      0.158332628322707      0.158332628322707   5.55111512312578e-17   3.50598305727089e-16
       3.60000000000000      0.144497280912380      0.144497280912380   5.55111512312578e-17   3.84167445094822e-16
       3.80000000000000      0.132599818101358      0.132599818101358   2.77555756156289e-17   2.09318353622572e-16
       4.00000000000000      0.122278953029463      0.122278953029463       0.00000000000000       0.00000000000000
       4.20000000000000      0.113255635659518      0.113255635659518   4.16333634234434e-17   3.67605224949746e-16
       4.40000000000000      0.105311300567144      0.105311300567144       0.00000000000000       0.00000000000000
       4.60000000000000     0.0982725918853994     0.0982725918853994       0.00000000000000       0.00000000000000
       4.80000000000000     0.0920004412165732     0.0920004412165732       0.00000000000000       0.00000000000000
       5.00000000000000     0.0863821294358059     0.0863821294358060  -2.77555756156289e-17  -3.21311546692713e-16
max(abs(diff)) = 7.10542735760100e-15
max(abs(frac)) = 4.76951859448973e-16

  s =      2.60000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       66.5391172655989       66.5391172655989  -1.42108547152020e-14  -2.13571434356089e-16
      0.400000000000000       11.4615443001510       11.4615443001509   3.55271367880050e-15   3.09968149645743e-16
      0.600000000000000       4.25256025013587       4.25256025013587       0.00000000000000       0.00000000000000
      0.800000000000000       2.16314446408574       2.16314446408574       0.00000000000000       0.00000000000000
       1.00000000000000       1.30547780907278       1.30547780907278   2.22044604925031e-16   1.70086847422354e-16
       1.20000000000000      0.875922155504756      0.875922155504756       0.00000000000000       0.00000000000000
       1.40000000000000      0.631156125851782      0.631156125851782       0.00000000000000       0.00000000000000
       1.60000000000000      0.478518076034375      0.478518076034375       0.00000000000000       0.00000000000000
       1.80000000000000      0.376796604994622      0.376796604994622       0.00000000000000       0.00000000000000
       2.00000000000000      0.305477809072781      0.305477809072781   1.11022302462516e-16   3.63438191466354e-16
       2.20000000000000      0.253437342465074      0.253437342465074  -5.55111512312578e-17  -2.19033038664804e-16
       2.40000000000000      0.214222322696271      0.214222322696271   2.77555756156289e-17   1.29564348226125e-16
       2.60000000000000      0.183880559601506      0.183880559601506   5.55111512312578e-17   3.01887003996279e-16
       2.80000000000000      0.159880655229832      0.159880655229832  -5.55111512312578e-17  -3.47203676088637e-16
       3.00000000000000      0.140539320226169      0.140539320226169  -5.55111512312578e-17  -3.94986621124424e-16
       3.20000000000000      0.124701040415607      0.124701040415607   2.77555756156289e-17   2.22576936993664e-16
       3.40000000000000      0.111550618303540      0.111550618303540   2.77555756156289e-17   2.48815972853716e-16
       3.60000000000000      0.100499138005566      0.100499138005566   1.38777878078145e-17   1.38088625268068e-16
       3.80000000000000     0.0911122237882917     0.0911122237882917       0.00000000000000       0.00000000000000
       4.00000000000000     0.0830635582293036     0.0830635582293036  -1.38777878078145e-17  -1.67074323610165e-16
       4.20000000000000     0.0761039736976507     0.0761039736976507   1.38777878078145e-17   1.82352998582555e-16
       4.40000000000000     0.0700404192750789     0.0700404192750789   1.38777878078145e-17   1.98139702067037e-16
       4.60000000000000     0.0647213490446345     0.0647213490446345   1.38777878078145e-17   2.14423648651757e-16
       4.80000000000000     0.0600263808213935     0.0600263808213935       0.00000000000000       0.00000000000000
       5.00000000000000     0.0558588531262998     0.0558588531262998   6.93889390390723e-18   1.24221918559947e-16
max(abs(diff)) = 1.42108547152020e-14
max(abs(frac)) = 3.94986621124424e-16

  s =      2.80000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       91.3980583878626       91.3980583878626       0.00000000000000       0.00000000000000
      0.400000000000000       13.5644343074524       13.5644343074524       0.00000000000000       0.00000000000000
      0.600000000000000       4.58806765738443       4.58806765738442   1.77635683940025e-15   3.87168841449239e-16
      0.800000000000000       2.18028508281032       2.18028508281032  -8.88178419700125e-16  -4.07368021137534e-16
       1.00000000000000       1.24703142231725       1.24703142231725  -4.44089209850063e-16  -3.56117096893075e-16
       1.20000000000000      0.800600428150767      0.800600428150767       0.00000000000000       0.00000000000000
       1.40000000000000      0.555790441798164      0.555790441798164       0.00000000000000       0.00000000000000
       1.60000000000000      0.408065567350006      0.408065567350006   5.55111512312578e-17   1.36034881824873e-16
       1.80000000000000      0.312409106657905      0.312409106657905       0.00000000000000       0.00000000000000
       2.00000000000000      0.247031422317253      0.247031422317253       0.00000000000000       0.00000000000000
       2.20000000000000      0.200405237562429      0.200405237562429   5.55111512312578e-17   2.76994513249512e-16
       2.40000000000000      0.165990742189902      0.165990742189902       0.00000000000000       0.00000000000000
       2.60000000000000      0.139862309706911      0.139862309706911   2.77555756156289e-17   1.98449286829255e-16
       2.80000000000000      0.119551405501854      0.119551405501854       0.00000000000000       0.00000000000000
       3.00000000000000      0.103444127942624      0.103444127942624   2.77555756156289e-17   2.68314656111015e-16
       3.20000000000000     0.0904498550525781     0.0904498550525781   1.38777878078145e-17   1.53430735734705e-16
       3.40000000000000     0.0798103386766580     0.0798103386766580  -2.77555756156289e-17  -3.47769174719046e-16
       3.60000000000000     0.0709852458068431     0.0709852458068431       0.00000000000000       0.00000000000000
       3.80000000000000     0.0635811212870600     0.0635811212870600   1.38777878078145e-17   2.18269000717338e-16
       4.00000000000000     0.0573059449939010     0.0573059449939010  -6.93889390390723e-18  -1.21085062023595e-16
       4.20000000000000     0.0519392749451444     0.0519392749451445  -1.38777878078145e-17  -2.67192559435446e-16
       4.40000000000000     0.0473121592397676     0.0473121592397676   1.38777878078145e-17   2.93323915686978e-16
       4.60000000000000     0.0432933302985347     0.0432933302985347  -6.93889390390723e-18  -1.60276279419005e-16
       4.80000000000000     0.0397795335014900     0.0397795335014899   1.38777878078145e-17   3.48867535294115e-16
       5.00000000000000     0.0366886338880745     0.0366886338880745  -6.93889390390723e-18  -1.89129252538418e-16
max(abs(diff)) = 1.77635683940025e-15
max(abs(frac)) = 4.07368021137534e-16

  s =      3.00000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       125.739018057218       125.739018057218   1.42108547152020e-14   1.13018655106208e-16
      0.400000000000000       16.1195643117892       16.1195643117892   3.55271367880050e-15   2.20397624283319e-16
      0.600000000000000       4.98141576857173       4.98141576857173       0.00000000000000       0.00000000000000
      0.800000000000000       2.21505785421082       2.21505785421082       0.00000000000000       0.00000000000000
       1.00000000000000       1.20205690315959       1.20205690315959       0.00000000000000       0.00000000000000
       1.20000000000000      0.739018057217967      0.739018057217967       0.00000000000000       0.00000000000000
       1.40000000000000      0.494564311789179      0.494564311789179       0.00000000000000       0.00000000000000
       1.60000000000000      0.351786138942099      0.351786138942099   2.22044604925031e-16   6.31192023633364e-16
       1.80000000000000      0.261932854210817      0.261932854210817       0.00000000000000       0.00000000000000
       2.00000000000000      0.202056903159594      0.202056903159594   2.77555756156289e-17   1.37365144083725e-16
       2.20000000000000      0.160314353514263      0.160314353514263       0.00000000000000       0.00000000000000
       2.40000000000000      0.130132824908712      0.130132824908712  -2.77555756156289e-17  -2.13286506575873e-16
       2.60000000000000      0.107645513942099      0.107645513942099  -1.38777878078145e-17  -1.28921190485272e-16
       2.80000000000000     0.0904650901504606     0.0904650901504606       0.00000000000000       0.00000000000000
       3.00000000000000     0.0770569031595943     0.0770569031595943  -2.77555756156289e-17  -3.60195835513188e-16
       3.20000000000000     0.0664000034015656     0.0664000034015656  -1.38777878078145e-17  -2.09002817724061e-16
       3.40000000000000     0.0577948619457491     0.0577948619457490   1.38777878078145e-17   2.40121480363450e-16
       3.60000000000000     0.0507497469871609     0.0507497469871609   6.93889390390723e-18   1.36727655128265e-16
       3.80000000000000     0.0449111542904024     0.0449111542904023   6.93889390390723e-18   1.54502684545565e-16
       4.00000000000000     0.0400198661225572     0.0400198661225573  -6.93889390390723e-18  -1.73386234792927e-16
       4.20000000000000     0.0358824252765656     0.0358824252765656       0.00000000000000       0.00000000000000
       4.40000000000000     0.0323521589129788     0.0323521589129788   1.38777878078145e-17   4.28960176819824e-16
       4.60000000000000     0.0293162764796163     0.0293162764796163       0.00000000000000       0.00000000000000
       4.80000000000000     0.0266869233529479     0.0266869233529479  -3.46944695195361e-18  -1.30005505170770e-16
       5.00000000000000     0.0243948661225573     0.0243948661225573       0.00000000000000       0.00000000000000
max(abs(diff)) = 1.42108547152020e-14
max(abs(frac)) = 6.31192023633364e-16

  s =      3.20000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       173.153620804092       173.153620804092  -8.52651282912120e-14  -4.92424749163530e-16
      0.400000000000000       19.2112628482436       19.2112628482436  -7.10542735760100e-15  -3.69857380731773e-16
      0.600000000000000       5.43349536248885       5.43349536248885       0.00000000000000       0.00000000000000
      0.800000000000000       2.26382613298611       2.26382613298611   4.44089209850063e-16   1.96167542806958e-16
       1.00000000000000       1.16677337098447       1.16677337098447  -8.88178419700125e-16  -7.61226165926912e-16
       1.20000000000000      0.687413121440025      0.687413121440024   3.33066907387547e-16   4.84522184694152e-16
       1.40000000000000      0.443693567283727      0.443693567283727  -5.55111512312578e-17  -1.25111462785216e-16
       1.60000000000000      0.305873403006022      0.305873403006022       0.00000000000000       0.00000000000000
       1.80000000000000      0.221561381831276      0.221561381831276   5.55111512312578e-17   2.50545247427329e-16
       2.00000000000000      0.166773370984467      0.166773370984467   5.55111512312578e-17   3.32853805757923e-16
       2.20000000000000      0.129431348290356      0.129431348290356   2.77555756156289e-17   2.14442451401837e-16
       2.40000000000000      0.102979326704839      0.102979326704839  -2.77555756156289e-17  -2.69525704855135e-16
       2.60000000000000     0.0836365618163147     0.0836365618163147   1.38777878078145e-17   1.65929678437683e-16
       2.80000000000000     0.0691111870212278     0.0691111870212278       0.00000000000000       0.00000000000000
       3.00000000000000     0.0579545505724515     0.0579545505724515  -1.38777878078145e-17  -2.39459846909955e-16
       3.20000000000000     0.0492178566379569     0.0492178566379569  -2.08166817117217e-17  -4.22949781516244e-16
       3.40000000000000     0.0422604083392870     0.0422604083392870   6.93889390390723e-18   1.64193725914772e-16
       3.60000000000000     0.0366379222969626     0.0366379222969626  -6.93889390390723e-18  -1.89391031720226e-16
       3.80000000000000     0.0320350652638575     0.0320350652638575  -1.38777878078145e-17  -4.33206166227843e-16
       4.00000000000000     0.0282233816183689     0.0282233816183689       0.00000000000000       0.00000000000000
       4.20000000000000     0.0250343057276006     0.0250343057276006       0.00000000000000       0.00000000000000
       4.40000000000000     0.0223414113729857     0.0223414113729857       0.00000000000000       0.00000000000000
       4.60000000000000     0.0200484719261512     0.0200484719261512   6.93889390390723e-18   3.46105874276441e-16
       4.80000000000000     0.0180812653638767     0.0180812653638767       0.00000000000000       0.00000000000000
       5.00000000000000     0.0163818459425064     0.0163818459425064       0.00000000000000       0.00000000000000
max(abs(diff)) = 8.52651282912120e-14
max(abs(frac)) = 7.61226165926912e-16

  s =      3.40000000000000
                      a                     f1                     f2                  delta                   frac
      0.200000000000000       238.600027242836       238.600027242836       0.00000000000000       0.00000000000000
      0.400000000000000       22.9428409333406       22.9428409333406  -3.55271367880050e-15  -1.54850643349825e-16
      0.600000000000000       5.94696528332979       5.94696528332979       0.00000000000000       0.00000000000000
      0.800000000000000       2.32422545698846       2.32422545698846   4.44089209850063e-16   1.91069764129284e-16
       1.00000000000000       1.13866377572804       1.13866377572804  -2.22044604925031e-16  -1.95004539231135e-16
       1.20000000000000      0.643284903350801      0.643284903350801   1.11022302462516e-16   1.72586519416533e-16
       1.40000000000000      0.400654903540411      0.400654903540411  -1.11022302462516e-16  -2.77102068342258e-16
       1.60000000000000      0.267783780105768      0.267783780105768   1.11022302462516e-16   4.14596815455606e-16
       1.80000000000000      0.188752656318000      0.188752656317999   1.11022302462516e-16   5.88189351229430e-16
