                      x                     f1                     f2                  delta                   frac
       1.20000000000000       5.59139731911446       5.59158244117775  -0.000185122063288468  -3.31072760235429e-05
       1.40000000000000       3.10541844868986       3.10554727797758  -0.000128829287716403  -4.14836021431625e-05
       1.60000000000000       2.28565049521318       2.28576566568013  -0.000115170466954417  -5.03859466802115e-05
       1.80000000000000       1.88211726245493       1.88222961810282  -0.000112355647889917  -5.96928487413585e-05
       2.00000000000000       1.64482009748372       1.64493406684823  -0.000113969364505584  -6.92850654640248e-05
       2.20000000000000       1.49042543145057       1.49054325650689  -0.000117825056318743  -7.90483978270230e-05
       2.40000000000000       1.38321991295883       1.38334285884074  -0.000122945881906977  -8.88759291460166e-05
       2.60000000000000       1.30534899796432       1.30547780907278  -0.000128811108459637  -9.86697035862487e-05
       2.80000000000000       1.24689631658030       1.24703142231725  -0.000135105736956076  -0.000108341886610219
       3.00000000000000       1.20191528227321       1.20205690315959  -0.000141620886389138  -0.000117815459498538
       3.20000000000000       1.16662516217269       1.16677337098447  -0.000148208811777906  -0.000127024506612500
       3.40000000000000       1.13850901520071       1.13866377572804  -0.000154760527329989  -0.000135914157127760
       3.60000000000000       1.11582788538917       1.11598907912334  -0.000161193734171672  -0.000144440243356411
       3.80000000000000       1.09734313065789       1.09751057645900  -0.000167445801118271  -0.000152568735746052
       4.00000000000000       1.08214976434307       1.08232323371114  -0.000173469368072388  -0.000160275010892619
       4.20000000000000       1.06957224785796       1.06975147723381  -0.000179229375852241  -0.000167543003834589
       4.40000000000000       1.05909702507382       1.05928172597984  -0.000184700906016966  -0.000174364289958951
       4.60000000000000       1.05032751506407       1.05051738256657  -0.000189867502499164  -0.000180737135482031
       4.80000000000000       1.04295329353863       1.04314801333518  -0.000194719796550613  -0.000186665548955081
       5.00000000000000       1.03672850080661       1.03692775514337  -0.000199254336761046  -0.000192158359897981
       5.20000000000000       1.03145640410815       1.03165987667792  -0.000203472569762830  -0.000197228344692477
       5.40000000000000       1.02697815897905       1.02718553892035  -0.000207379941302044  -0.000201891414398235
       5.60000000000000       1.02316449412658       1.02337547922703  -0.000210985100453032  -0.000206165874340073
       5.80000000000000       1.01990946919176       1.02012376838834  -0.000214299196587886  -0.000210071761122133
       6.00000000000000       1.01712572672233       1.01734306198445  -0.000217335262121532  -0.000213630259292862
       6.20000000000000       1.01474083750978       1.01496094518522  -0.000220107675445114  -0.000216863197041484
       6.40000000000000       1.01269445701329       1.01291708871218  -0.000222631698890474  -0.000219792618143630
       6.60000000000000       1.01093609106777       1.01116101415427  -0.000224923086503015  -0.000222440425762597
       6.80000000000000       1.00942332458857       1.00965032234471  -0.000226997756138880  -0.000224828092573400
       7.00000000000000       1.00812040586173       1.00834927738192  -0.000228871520191021  -0.000226976431009365
       7.20000000000000       1.00699710661164       1.00722766648072  -0.000230559869079716  -0.000228905417069508
       7.40000000000000       1.00602779789142       1.00625987569305  -0.000232077801632924  -0.000230634061079980
       7.60000000000000       1.00519069629140       1.00542413598796  -0.000233439696564863  -0.000232180318941198
       7.80000000000000       1.00446724559696       1.00470190481647  -0.000234659219510824  -0.000233561037742523
       8.00000000000000       1.00384160693759       1.00407735619794  -0.000235749260356410  -0.000234791930025294
       8.20000000000000       1.00330023641019       1.00353695830620  -0.000236721896008429  -0.000235887571503072
       8.40000000000000       1.00283153366328       1.00306912203744  -0.000237588374166986  -0.000236861417570500
       8.60000000000000       1.00242554837203       1.00266390748615  -0.000238359114120401  -0.000237725834490251
       8.80000000000000       1.00207373418878       1.00231277790982  -0.000239043721043108  -0.000238492141686151
       9.00000000000000       1.00176874181536       1.00200839282608  -0.000239651010718545  -0.000239170662076620
       9.20000000000000       1.00150424445754       1.00174443349959  -0.000240189042051808  -0.000239770777874661
       9.40000000000000       1.00127479019293       1.00151545534805  -0.000240665155124997  -0.000240300989705007
       9.60000000000000       1.00107567679234       1.00131676280526  -0.000241086012924718  -0.000240768977290760
       9.80000000000000       1.00090284533883       1.00114430298403  -0.000241457645198340  -0.000241181660304760
       10.0000000000000       1.00075278963463       1.00099457512782  -0.000241785493191315  -0.000241545258285183
       10.2000000000000       1.00062247890724       1.00086455336151  -0.000242074454271712  -0.000241865348771400
       10.4000000000000       1.00050929174879       1.00075162067446  -0.000242328925677882  -0.000242146923044263
       10.6000000000000       1.00041095956729       1.00065351241408  -0.000242552846798194  -0.000242394439023187
       10.8000000000000       1.00032551811076       1.00056826785034  -0.000242749739576276  -0.000242611871049847
       11.0000000000000       1.00025126585738       1.00049418860412  -0.000242922746735985  -0.000242802756380733
       11.2000000000000       1.00018672825634       1.00042980292399  -0.000243074667654719  -0.000242970238335839
       11.4000000000000       1.00013062696333       1.00037383495512  -0.000243207991784899  -0.000243117106112448
       11.6000000000000       1.00008185334660       1.00032517827619  -0.000243324929597000  -0.000243245831336874
       11.8000000000000       1.00003944564993       1.00028287309100  -0.000243427441072530  -0.000243358601472710
       12.0000000000000       1.00000256929150       1.00024608655331  -0.000243517261806048  -0.000243457350225853
       12.2000000000000      0.999970499855051       1.00021409578188  -0.000243595926823659  -0.000243543785126561
       12.4000000000000      0.999942608395184       1.00018627318741  -0.000243664792221487  -0.000243619412457015
       12.6000000000000      0.999918348733982       1.00016207378875  -0.000243725054763888  -0.000243685559721961
       12.8000000000000      0.999897246472640       1.00014102424221  -0.000243777769569298  -0.000243743395841606
       13.0000000000000      0.999878889481548       1.00012271334758  -0.000243823866030612  -0.000243793949258980
       13.2000000000000      0.999862919665913       1.00010678382802  -0.000243864162103535  -0.000243838124135224
